step,agent_loc,target_loc,item_locs,item_times,reward,agent_load
10655,"(2, 0)","(2, 0)","[(4, 4)]",[3],6.5,0
10656,"(2, 1)","(2, 0)","[(4, 4)]",[4],-1,0
10657,"(2, 2)","(2, 0)","[(4, 4)]",[5],-1,0
10658,"(2, 3)","(2, 0)","[(4, 4)]",[6],-1,0
10659,"(3, 3)","(2, 0)","[(4, 4)]",[7],-1,0
10660,"(3, 4)","(2, 0)","[(4, 4), (2, 4)]","[8, 0]",-1,0
10661,"(4, 4)","(2, 0)","[(2, 4)]",[1],6.5,1
10662,"(4, 3)","(2, 0)","[(2, 4)]",[2],-1,1
10663,"(4, 2)","(2, 0)","[(2, 4)]",[3],-1,1
10664,"(4, 1)","(2, 0)","[(2, 4)]",[4],-1,1
10665,"(3, 1)","(2, 0)","[(2, 4)]",[5],-1,1
10666,"(3, 0)","(2, 0)","[(2, 4)]",[6],-1,1
10667,"(2, 0)","(2, 0)","[(2, 4), (3, 4)]","[7, 0]",6.5,0
10668,"(2, 1)","(2, 0)","[(2, 4), (3, 4)]","[8, 1]",-1,0
10669,"(2, 2)","(2, 0)","[(2, 4), (3, 4), (4, 2)]","[9, 2, 0]",-1,0
10670,"(3, 2)","(2, 0)","[(3, 4), (4, 2)]","[3, 1]",-1,0
10671,"(4, 2)","(2, 0)","[(3, 4)]",[4],6.5,1
10672,"(4, 1)","(2, 0)","[(3, 4)]",[5],-1,1
10673,"(4, 0)","(2, 0)","[(3, 4)]",[6],-1,1
10674,"(3, 0)","(2, 0)","[(3, 4)]",[7],-1,1
10675,"(2, 0)","(2, 0)","[(3, 4)]",[8],6.5,0
10676,"(2, 0)","(2, 0)","[(3, 4), (4, 1)]","[9, 0]",0.0,0
10677,"(3, 0)","(2, 0)","[(4, 1)]",[1],-1,0
10678,"(3, 1)","(2, 0)","[(4, 1)]",[2],-1,0
10679,"(4, 1)","(2, 0)",[],[],6.5,1
10680,"(4, 0)","(2, 0)",[],[],-1,1
10681,"(3, 0)","(2, 0)",[],[],-1,1
10682,"(2, 0)","(2, 0)",[],[],6.5,0
10683,"(2, 1)","(2, 0)",[],[],-1,0
10684,"(2, 2)","(2, 0)",[],[],-1,0
10685,"(1, 2)","(2, 0)","[(4, 4)]",[0],-1,0
10686,"(2, 2)","(2, 0)","[(4, 4), (0, 4)]","[1, 0]",-1,0
10687,"(3, 2)","(2, 0)","[(4, 4), (0, 4)]","[2, 1]",-1,0
10688,"(3, 3)","(2, 0)","[(4, 4), (0, 4), (0, 3)]","[3, 2, 0]",-1,0
10689,"(3, 4)","(2, 0)","[(4, 4), (0, 4), (0, 3)]","[4, 3, 1]",-1,0
10690,"(4, 4)","(2, 0)","[(0, 4), (0, 3), (2, 4), (3, 1)]","[4, 2, 0, 0]",6.5,1
10691,"(4, 3)","(2, 0)","[(0, 4), (0, 3), (2, 4), (3, 1), (4, 4)]","[5, 3, 1, 1, 0]",-1,1
10692,"(4, 2)","(2, 0)","[(0, 4), (0, 3), (2, 4), (3, 1), (4, 4)]","[6, 4, 2, 2, 1]",-1,1
10693,"(4, 1)","(2, 0)","[(0, 4), (0, 3), (2, 4), (3, 1), (4, 4), (4, 3)]","[7, 5, 3, 3, 2, 0]",-1,1
10694,"(3, 1)","(2, 0)","[(0, 4), (0, 3), (2, 4), (3, 1), (4, 4), (4, 3)]","[8, 6, 4, 4, 3, 1]",-1,1
10695,"(3, 0)","(2, 0)","[(0, 4), (0, 3), (2, 4), (3, 1), (4, 4), (4, 3)]","[9, 7, 5, 5, 4, 2]",-1,1
10696,"(2, 0)","(2, 0)","[(0, 3), (2, 4), (3, 1), (4, 4), (4, 3)]","[8, 6, 6, 5, 3]",6.5,0
10697,"(3, 0)","(2, 0)","[(0, 3), (2, 4), (3, 1), (4, 4), (4, 3)]","[9, 7, 7, 6, 4]",-1,0
10698,"(3, 1)","(2, 0)","[(2, 4), (4, 4), (4, 3)]","[8, 7, 5]",6.5,1
10699,"(2, 1)","(2, 0)","[(2, 4), (4, 4), (4, 3), (3, 4)]","[9, 8, 6, 0]",-1,1
10700,"(2, 0)","(2, 0)","[(4, 4), (4, 3), (3, 4)]","[9, 7, 1]",6.5,0
10701,"(2, 0)","(2, 0)","[(4, 3), (3, 4)]","[8, 2]",0.0,0
10702,"(2, 1)","(2, 0)","[(4, 3), (3, 4)]","[9, 3]",-1,0
10703,"(2, 2)","(2, 0)","[(3, 4)]",[4],-1,0
10704,"(2, 3)","(2, 0)","[(3, 4)]",[5],-1,0
10705,"(2, 4)","(2, 0)","[(3, 4)]",[6],-1,0
10706,"(3, 4)","(2, 0)",[],[],6.5,1
10707,"(3, 3)","(2, 0)",[],[],-1,1
10708,"(3, 2)","(2, 0)",[],[],-1,1
10709,"(3, 1)","(2, 0)",[],[],-1,1
10710,"(3, 0)","(2, 0)",[],[],-1,1
10711,"(2, 0)","(2, 0)","[(4, 3)]",[0],6.5,0
10712,"(3, 0)","(2, 0)","[(4, 3), (0, 2)]","[1, 0]",-1,0
10713,"(3, 1)","(2, 0)","[(4, 3), (0, 2)]","[2, 1]",-1,0
10714,"(3, 2)","(2, 0)","[(4, 3), (0, 2)]","[3, 2]",-1,0
10715,"(3, 3)","(2, 0)","[(4, 3), (0, 2)]","[4, 3]",-1,0
10716,"(4, 3)","(2, 0)","[(0, 2)]",[4],6.5,1
10717,"(4, 2)","(2, 0)","[(0, 2)]",[5],-1,1
10718,"(4, 1)","(2, 0)","[(0, 2)]",[6],-1,1
10719,"(3, 1)","(2, 0)","[(0, 2)]",[7],-1,1
10720,"(2, 1)","(2, 0)","[(0, 2), (3, 4)]","[8, 0]",-1,1
10721,"(2, 0)","(2, 0)","[(0, 2), (3, 4)]","[9, 1]",6.5,0
10722,"(2, 1)","(2, 0)","[(3, 4)]",[2],-1,0
10723,"(2, 2)","(2, 0)","[(3, 4)]",[3],-1,0
10724,"(2, 3)","(2, 0)","[(3, 4)]",[4],-1,0
10725,"(2, 4)","(2, 0)","[(3, 4)]",[5],-1,0
10726,"(3, 4)","(2, 0)",[],[],6.5,1
10727,"(3, 3)","(2, 0)",[],[],-1,1
10728,"(3, 2)","(2, 0)",[],[],-1,1
10729,"(3, 1)","(2, 0)",[],[],-1,1
10730,"(2, 1)","(2, 0)",[],[],-1,1
10731,"(2, 0)","(2, 0)",[],[],6.5,0
10732,"(2, 0)","(2, 0)","[(0, 2), (3, 1)]","[0, 0]",0.0,0
10733,"(3, 0)","(2, 0)","[(0, 2), (3, 1), (2, 4)]","[1, 1, 0]",-1,0
10734,"(3, 1)","(2, 0)","[(0, 2), (2, 4)]","[2, 1]",6.5,1
10735,"(3, 0)","(2, 0)","[(0, 2), (2, 4)]","[3, 2]",-1,1
10736,"(2, 0)","(2, 0)","[(0, 2), (2, 4)]","[4, 3]",6.5,0
10737,"(1, 0)","(2, 0)","[(0, 2), (2, 4)]","[5, 4]",-1,0
10738,"(1, 1)","(2, 0)","[(0, 2), (2, 4)]","[6, 5]",-1,0
10739,"(0, 1)","(2, 0)","[(0, 2), (2, 4), (3, 4)]","[7, 6, 0]",-1,0
10740,"(0, 2)","(2, 0)","[(2, 4), (3, 4)]","[7, 1]",6.5,1
10741,"(0, 1)","(2, 0)","[(2, 4), (3, 4)]","[8, 2]",-1,1
10742,"(0, 0)","(2, 0)","[(2, 4), (3, 4), (0, 1)]","[9, 3, 0]",-1,1
10743,"(1, 0)","(2, 0)","[(3, 4), (0, 1)]","[4, 1]",-1,1
10744,"(2, 0)","(2, 0)","[(3, 4), (0, 1)]","[5, 2]",6.5,0
10745,"(1, 0)","(2, 0)","[(3, 4), (0, 1)]","[6, 3]",-1,0
10746,"(0, 0)","(2, 0)","[(3, 4), (0, 1)]","[7, 4]",-1,0
10747,"(0, 1)","(2, 0)","[(3, 4)]",[8],6.5,1
10748,"(0, 0)","(2, 0)","[(3, 4)]",[9],-1,1
10749,"(1, 0)","(2, 0)",[],[],-1,1
10750,"(2, 0)","(2, 0)",[],[],6.5,0
10751,"(2, 1)","(2, 0)",[],[],-1,0
10752,"(2, 2)","(2, 0)","[(3, 1)]",[0],-1,0
10753,"(3, 2)","(2, 0)","[(3, 1)]",[1],-1,0
10754,"(3, 1)","(2, 0)","[(0, 4)]",[0],6.5,1
10755,"(3, 0)","(2, 0)","[(0, 4)]",[1],-1,1
10756,"(2, 0)","(2, 0)","[(0, 4)]",[2],6.5,0
10757,"(2, 1)","(2, 0)","[(0, 4)]",[3],-1,0
10758,"(1, 1)","(2, 0)","[(0, 4), (4, 1)]","[4, 0]",-1,0
10759,"(2, 1)","(2, 0)","[(0, 4), (4, 1)]","[5, 1]",-1,0
10760,"(3, 1)","(2, 0)","[(0, 4), (4, 1), (1, 3)]","[6, 2, 0]",-1,0
10761,"(4, 1)","(2, 0)","[(0, 4), (1, 3)]","[7, 1]",6.5,1
10762,"(3, 1)","(2, 0)","[(0, 4), (1, 3)]","[8, 2]",-1,1
10763,"(2, 1)","(2, 0)","[(0, 4), (1, 3)]","[9, 3]",-1,1
10764,"(2, 0)","(2, 0)","[(1, 3)]",[4],6.5,0
10765,"(2, 1)","(2, 0)","[(1, 3)]",[5],-1,0
10766,"(2, 2)","(2, 0)","[(1, 3)]",[6],-1,0
10767,"(1, 2)","(2, 0)","[(1, 3)]",[7],-1,0
10768,"(1, 3)","(2, 0)",[],[],6.5,1
10769,"(1, 2)","(2, 0)",[],[],-1,1
10770,"(1, 1)","(2, 0)",[],[],-1,1
10771,"(1, 0)","(2, 0)",[],[],-1,1
10772,"(2, 0)","(2, 0)",[],[],6.5,0
10773,"(2, 1)","(2, 0)",[],[],-1,0
10774,"(2, 2)","(2, 0)","[(2, 3)]",[0],-1,0
10775,"(2, 3)","(2, 0)","[(0, 3)]",[0],6.5,1
10776,"(2, 2)","(2, 0)","[(0, 3)]",[1],-1,1
10777,"(2, 1)","(2, 0)","[(0, 3)]",[2],-1,1
10778,"(2, 0)","(2, 0)","[(0, 3)]",[3],6.5,0
10779,"(1, 0)","(2, 0)","[(0, 3)]",[4],-1,0
10780,"(1, 1)","(2, 0)","[(0, 3)]",[5],-1,0
10781,"(1, 2)","(2, 0)","[(0, 3)]",[6],-1,0
10782,"(0, 2)","(2, 0)","[(0, 3)]",[7],-1,0
10783,"(0, 3)","(2, 0)","[(3, 4)]",[0],6.5,1
10784,"(0, 2)","(2, 0)","[(3, 4)]",[1],-1,1
10785,"(0, 1)","(2, 0)","[(3, 4)]",[2],-1,1
10786,"(0, 0)","(2, 0)","[(3, 4)]",[3],-1,1
10787,"(1, 0)","(2, 0)","[(3, 4), (4, 1)]","[4, 0]",-1,1
10788,"(2, 0)","(2, 0)","[(3, 4), (4, 1), (2, 3)]","[5, 1, 0]",6.5,0
10789,"(3, 0)","(2, 0)","[(3, 4), (4, 1), (2, 3)]","[6, 2, 1]",-1,0
10790,"(4, 0)","(2, 0)","[(3, 4), (4, 1), (2, 3)]","[7, 3, 2]",-1,0
10791,"(4, 1)","(2, 0)","[(3, 4), (2, 3)]","[8, 3]",6.5,1
10792,"(3, 1)","(2, 0)","[(3, 4), (2, 3)]","[9, 4]",-1,1
10793,"(3, 0)","(2, 0)","[(2, 3), (2, 4)]","[5, 0]",-1,1
10794,"(2, 0)","(2, 0)","[(2, 3), (2, 4), (4, 4)]","[6, 1, 0]",6.5,0
10795,"(2, 1)","(2, 0)","[(2, 3), (2, 4), (4, 4)]","[7, 2, 1]",-1,0
10796,"(2, 2)","(2, 0)","[(2, 3), (2, 4), (4, 4)]","[8, 3, 2]",-1,0
10797,"(2, 3)","(2, 0)","[(2, 4), (4, 4)]","[4, 3]",6.5,1
10798,"(2, 2)","(2, 0)","[(2, 4), (4, 4)]","[5, 4]",-1,1
10799,"(2, 1)","(2, 0)","[(2, 4), (4, 4)]","[6, 5]",-1,1
10800,"(2, 1)","(2, 0)",[],[],-1,0
10801,"(2, 2)","(2, 0)",[],[],-1,0
10802,"(2, 2)","(2, 0)","[(2, 1)]",[0],0,0
10803,"(2, 1)","(2, 0)",[],[],6.5,1
10804,"(2, 0)","(2, 0)","[(3, 2)]",[0],6.5,0
10805,"(2, 1)","(2, 0)","[(3, 2)]",[1],-1,0
10806,"(2, 2)","(2, 0)","[(3, 2)]",[2],-1,0
10807,"(3, 2)","(2, 0)","[(1, 4)]",[0],6.5,1
10808,"(3, 1)","(2, 0)","[(1, 4)]",[1],-1,1
10809,"(3, 0)","(2, 0)","[(1, 4)]",[2],-1,1
10810,"(2, 0)","(2, 0)","[(1, 4)]",[3],6.5,0
10811,"(1, 0)","(2, 0)","[(1, 4)]",[4],-1,0
10812,"(1, 1)","(2, 0)","[(1, 4)]",[5],-1,0
10813,"(1, 2)","(2, 0)","[(1, 4)]",[6],-1,0
10814,"(1, 3)","(2, 0)","[(1, 4)]",[7],-1,0
10815,"(1, 4)","(2, 0)",[],[],6.5,1
10816,"(1, 3)","(2, 0)",[],[],-1,1
10817,"(1, 2)","(2, 0)",[],[],-1,1
10818,"(1, 1)","(2, 0)","[(0, 2)]",[0],-1,1
10819,"(1, 0)","(2, 0)","[(0, 2)]",[1],-1,1
10820,"(2, 0)","(2, 0)","[(0, 2)]",[2],6.5,0
10821,"(1, 0)","(2, 0)","[(0, 2), (4, 1)]","[3, 0]",-1,0
10822,"(1, 1)","(2, 0)","[(0, 2), (4, 1), (2, 3)]","[4, 1, 0]",-1,0
10823,"(1, 2)","(2, 0)","[(0, 2), (4, 1), (2, 3)]","[5, 2, 1]",-1,0
10824,"(0, 2)","(2, 0)","[(4, 1), (2, 3)]","[3, 2]",6.5,1
10825,"(0, 1)","(2, 0)","[(4, 1), (2, 3)]","[4, 3]",-1,1
10826,"(0, 0)","(2, 0)","[(4, 1), (2, 3)]","[5, 4]",-1,1
10827,"(1, 0)","(2, 0)","[(4, 1), (2, 3), (0, 4)]","[6, 5, 0]",-1,1
10828,"(2, 0)","(2, 0)","[(4, 1), (2, 3), (0, 4)]","[7, 6, 1]",6.5,0
10829,"(3, 0)","(2, 0)","[(4, 1), (2, 3), (0, 4)]","[8, 7, 2]",-1,0
10830,"(3, 1)","(2, 0)","[(4, 1), (2, 3), (0, 4)]","[9, 8, 3]",-1,0
10831,"(4, 1)","(2, 0)","[(2, 3), (0, 4), (4, 4)]","[9, 4, 0]",6.5,1
10832,"(3, 1)","(2, 0)","[(0, 4), (4, 4)]","[5, 1]",-1,1
10833,"(3, 0)","(2, 0)","[(0, 4), (4, 4)]","[6, 2]",-1,1
10834,"(2, 0)","(2, 0)","[(0, 4), (4, 4)]","[7, 3]",6.5,0
10835,"(2, 0)","(2, 0)","[(0, 4), (4, 4)]","[8, 4]",0.0,0
10836,"(2, 0)","(2, 0)","[(0, 4), (4, 4)]","[9, 5]",0.0,0
10837,"(2, 0)","(2, 0)","[(4, 4)]",[6],0.0,0
10838,"(2, 0)","(2, 0)","[(4, 4), (0, 3)]","[7, 0]",0.0,0
10839,"(1, 0)","(2, 0)","[(4, 4), (0, 3)]","[8, 1]",-1,0
10840,"(0, 0)","(2, 0)","[(4, 4), (0, 3)]","[9, 2]",-1,0
10841,"(0, 1)","(2, 0)","[(0, 3)]",[3],-1,0
10842,"(0, 2)","(2, 0)","[(0, 3), (4, 1)]","[4, 0]",-1,0
10843,"(0, 3)","(2, 0)","[(4, 1), (1, 3)]","[1, 0]",6.5,1
10844,"(1, 3)","(2, 0)","[(4, 1), (1, 3)]","[2, 1]",-1,1
10845,"(1, 2)","(2, 0)","[(4, 1), (1, 3)]","[3, 2]",-1,1
10846,"(1, 1)","(2, 0)","[(4, 1), (1, 3)]","[4, 3]",-1,1
10847,"(1, 0)","(2, 0)","[(4, 1), (1, 3)]","[5, 4]",-1,1
10848,"(2, 0)","(2, 0)","[(4, 1), (1, 3)]","[6, 5]",6.5,0
10849,"(3, 0)","(2, 0)","[(4, 1), (1, 3)]","[7, 6]",-1,0
10850,"(3, 1)","(2, 0)","[(4, 1), (1, 3)]","[8, 7]",-1,0
10851,"(4, 1)","(2, 0)","[(1, 3), (3, 2)]","[8, 0]",6.5,1
10852,"(3, 1)","(2, 0)","[(1, 3), (3, 2)]","[9, 1]",-1,1
10853,"(3, 0)","(2, 0)","[(3, 2)]",[2],-1,1
10854,"(2, 0)","(2, 0)","[(3, 2)]",[3],6.5,0
10855,"(2, 1)","(2, 0)","[(3, 2)]",[4],-1,0
10856,"(2, 2)","(2, 0)","[(3, 2)]",[5],-1,0
10857,"(3, 2)","(2, 0)",[],[],6.5,1
10858,"(3, 1)","(2, 0)",[],[],-1,1
10859,"(2, 1)","(2, 0)",[],[],-1,1
10860,"(2, 0)","(2, 0)",[],[],6.5,0
10861,"(2, 0)","(2, 0)","[(1, 1)]",[0],0.0,0
10862,"(1, 0)","(2, 0)","[(1, 1)]",[1],-1,0
10863,"(1, 1)","(2, 0)",[],[],6.5,1
10864,"(1, 0)","(2, 0)",[],[],-1,1
10865,"(2, 0)","(2, 0)",[],[],6.5,0
10866,"(2, 0)","(2, 0)",[],[],0.0,0
10867,"(2, 1)","(2, 0)",[],[],-1,0
10868,"(2, 2)","(2, 0)","[(4, 1)]",[0],-1,0
10869,"(3, 2)","(2, 0)","[(4, 1)]",[1],-1,0
10870,"(4, 2)","(2, 0)","[(4, 1), (0, 3)]","[2, 0]",-1,0
10871,"(4, 3)","(2, 0)","[(4, 1), (0, 3)]","[3, 1]",-1,0
10872,"(4, 2)","(2, 0)","[(4, 1), (0, 3), (2, 4)]","[4, 2, 0]",-1,0
10873,"(4, 1)","(2, 0)","[(0, 3), (2, 4)]","[3, 1]",6.5,1
10874,"(3, 1)","(2, 0)","[(0, 3), (2, 4), (2, 1)]","[4, 2, 0]",-1,1
10875,"(3, 0)","(2, 0)","[(0, 3), (2, 4), (2, 1), (1, 1), (3, 4)]","[5, 3, 1, 0, 0]",-1,1
10876,"(2, 0)","(2, 0)","[(0, 3), (2, 4), (2, 1), (1, 1), (3, 4)]","[6, 4, 2, 1, 1]",6.5,0
10877,"(2, 1)","(2, 0)","[(0, 3), (2, 4), (1, 1), (3, 4)]","[7, 5, 2, 2]",6.5,1
10878,"(2, 0)","(2, 0)","[(0, 3), (2, 4), (1, 1), (3, 4)]","[8, 6, 3, 3]",6.5,0
10879,"(1, 0)","(2, 0)","[(0, 3), (2, 4), (1, 1), (3, 4)]","[9, 7, 4, 4]",-1,0
10880,"(1, 1)","(2, 0)","[(2, 4), (3, 4)]","[8, 5]",6.5,1
10881,"(2, 1)","(2, 0)","[(2, 4), (3, 4)]","[9, 6]",-1,1
10882,"(2, 0)","(2, 0)","[(3, 4), (2, 4)]","[7, 0]",6.5,0
10883,"(2, 1)","(2, 0)","[(3, 4), (2, 4)]","[8, 1]",-1,0
10884,"(2, 2)","(2, 0)","[(3, 4), (2, 4), (2, 2)]","[9, 2, 0]",-1,0
10885,"(2, 1)","(2, 0)","[(2, 4), (2, 2), (0, 2)]","[3, 1, 0]",-1,0
10886,"(2, 2)","(2, 0)","[(2, 4), (0, 2), (2, 2), (3, 2)]","[4, 1, 0, 0]",6.5,1
10887,"(2, 1)","(2, 0)","[(2, 4), (0, 2), (2, 2), (3, 2)]","[5, 2, 1, 1]",-1,1
10888,"(2, 0)","(2, 0)","[(2, 4), (0, 2), (2, 2), (3, 2)]","[6, 3, 2, 2]",6.5,0
10889,"(2, 1)","(2, 0)","[(2, 4), (0, 2), (2, 2), (3, 2)]","[7, 4, 3, 3]",-1,0
10890,"(2, 2)","(2, 0)","[(2, 4), (0, 2), (3, 2)]","[8, 5, 4]",6.5,1
10891,"(2, 1)","(2, 0)","[(2, 4), (0, 2), (3, 2)]","[9, 6, 5]",-1,1
10892,"(2, 0)","(2, 0)","[(0, 2), (3, 2)]","[7, 6]",6.5,0
10893,"(2, 1)","(2, 0)","[(0, 2), (3, 2)]","[8, 7]",-1,0
10894,"(2, 2)","(2, 0)","[(0, 2), (3, 2)]","[9, 8]",-1,0
10895,"(3, 2)","(2, 0)",[],[],6.5,1
10896,"(3, 1)","(2, 0)",[],[],-1,1
10897,"(3, 0)","(2, 0)","[(2, 4)]",[0],-1,1
10898,"(2, 0)","(2, 0)","[(2, 4)]",[1],6.5,0
10899,"(2, 1)","(2, 0)","[(2, 4)]",[2],-1,0
10900,"(2, 2)","(2, 0)","[(2, 4)]",[3],-1,0
10901,"(2, 3)","(2, 0)","[(2, 4)]",[4],-1,0
10902,"(2, 4)","(2, 0)",[],[],6.5,1
10903,"(2, 3)","(2, 0)",[],[],-1,1
10904,"(2, 2)","(2, 0)",[],[],-1,1
10905,"(2, 1)","(2, 0)",[],[],-1,1
10906,"(2, 0)","(2, 0)",[],[],6.5,0
10907,"(2, 1)","(2, 0)",[],[],-1,0
10908,"(2, 1)","(2, 0)",[],[],0,0
10909,"(2, 1)","(2, 0)",[],[],0,0
10910,"(2, 1)","(2, 0)",[],[],0,0
10911,"(2, 1)","(2, 0)",[],[],0,0
10912,"(2, 1)","(2, 0)",[],[],0,0
10913,"(2, 1)","(2, 0)","[(1, 2)]",[0],0,0
10914,"(1, 1)","(2, 0)","[(1, 2)]",[1],-1,0
10915,"(1, 2)","(2, 0)",[],[],6.5,1
10916,"(1, 1)","(2, 0)",[],[],-1,1
10917,"(1, 0)","(2, 0)",[],[],-1,1
10918,"(2, 0)","(2, 0)",[],[],6.5,0
10919,"(2, 0)","(2, 0)",[],[],0.0,0
10920,"(2, 1)","(2, 0)",[],[],-1,0
10921,"(2, 2)","(2, 0)",[],[],-1,0
10922,"(2, 2)","(2, 0)",[],[],0,0
10923,"(2, 2)","(2, 0)",[],[],0,0
10924,"(2, 3)","(2, 0)",[],[],-1,0
10925,"(1, 3)","(2, 0)",[],[],-1,0
10926,"(0, 3)","(2, 0)",[],[],-1,0
10927,"(0, 3)","(2, 0)","[(0, 2)]",[0],0,0
10928,"(0, 2)","(2, 0)",[],[],6.5,1
10929,"(0, 1)","(2, 0)",[],[],-1,1
10930,"(0, 0)","(2, 0)",[],[],-1,1
10931,"(1, 0)","(2, 0)",[],[],-1,1
10932,"(2, 0)","(2, 0)",[],[],6.5,0
10933,"(2, 1)","(2, 0)",[],[],-1,0
10934,"(2, 1)","(2, 0)",[],[],0,0
10935,"(2, 1)","(2, 0)",[],[],0,0
10936,"(2, 1)","(2, 0)",[],[],0,0
10937,"(2, 2)","(2, 0)","[(3, 3)]",[0],-1,0
10938,"(2, 3)","(2, 0)","[(3, 3)]",[1],-1,0
10939,"(3, 3)","(2, 0)",[],[],6.5,1
10940,"(3, 2)","(2, 0)",[],[],-1,1
10941,"(3, 1)","(2, 0)",[],[],-1,1
10942,"(3, 0)","(2, 0)","[(1, 2)]",[0],-1,1
10943,"(2, 0)","(2, 0)","[(1, 2), (1, 3)]","[1, 0]",6.5,0
10944,"(2, 1)","(2, 0)","[(1, 2), (1, 3), (4, 4)]","[2, 1, 0]",-1,0
10945,"(2, 2)","(2, 0)","[(1, 2), (1, 3), (4, 4)]","[3, 2, 1]",-1,0
10946,"(1, 2)","(2, 0)","[(1, 3), (4, 4)]","[3, 2]",6.5,1
10947,"(1, 1)","(2, 0)","[(1, 3), (4, 4)]","[4, 3]",-1,1
10948,"(2, 1)","(2, 0)","[(1, 3), (4, 4)]","[5, 4]",-1,1
10949,"(2, 0)","(2, 0)","[(1, 3), (4, 4)]","[6, 5]",6.5,0
10950,"(2, 1)","(2, 0)","[(1, 3), (4, 4), (3, 4)]","[7, 6, 0]",-1,0
10951,"(2, 2)","(2, 0)","[(1, 3), (4, 4), (3, 4)]","[8, 7, 1]",-1,0
10952,"(2, 3)","(2, 0)","[(1, 3), (4, 4), (3, 4)]","[9, 8, 2]",-1,0
10953,"(1, 3)","(2, 0)","[(4, 4), (3, 4)]","[9, 3]",6.5,1
10954,"(1, 2)","(2, 0)","[(3, 4)]",[4],-1,1
10955,"(1, 1)","(2, 0)","[(3, 4)]",[5],-1,1
10956,"(1, 0)","(2, 0)","[(3, 4)]",[6],-1,1
10957,"(2, 0)","(2, 0)","[(3, 4)]",[7],6.5,0
10958,"(3, 0)","(2, 0)","[(3, 4)]",[8],-1,0
10959,"(3, 0)","(2, 0)","[(3, 4)]",[9],0,0
10960,"(3, 0)","(2, 0)",[],[],0,0
10961,"(3, 0)","(2, 0)",[],[],0,0
10962,"(3, 1)","(2, 0)","[(1, 0)]",[0],-1,0
10963,"(2, 1)","(2, 0)","[(1, 0)]",[1],-1,0
10964,"(1, 1)","(2, 0)","[(1, 0)]",[2],-1,0
10965,"(1, 0)","(2, 0)","[(0, 1)]",[0],6.5,1
10966,"(2, 0)","(2, 0)","[(0, 1)]",[1],6.5,0
10967,"(1, 0)","(2, 0)","[(0, 1)]",[2],-1,0
10968,"(0, 0)","(2, 0)","[(0, 1)]",[3],-1,0
10969,"(0, 1)","(2, 0)",[],[],6.5,1
10970,"(0, 0)","(2, 0)",[],[],-1,1
10971,"(1, 0)","(2, 0)",[],[],-1,1
10972,"(2, 0)","(2, 0)","[(3, 0)]",[0],6.5,0
10973,"(3, 0)","(2, 0)",[],[],6.5,1
10974,"(2, 0)","(2, 0)",[],[],6.5,0
10975,"(2, 1)","(2, 0)",[],[],-1,0
10976,"(2, 2)","(2, 0)",[],[],-1,0
10977,"(2, 3)","(2, 0)","[(4, 1)]",[0],-1,0
10978,"(3, 3)","(2, 0)","[(4, 1)]",[1],-1,0
10979,"(3, 2)","(2, 0)","[(4, 1)]",[2],-1,0
10980,"(4, 2)","(2, 0)","[(4, 1)]",[3],-1,0
10981,"(4, 1)","(2, 0)",[],[],6.5,1
10982,"(3, 1)","(2, 0)",[],[],-1,1
10983,"(3, 0)","(2, 0)","[(1, 3), (2, 3), (2, 4)]","[0, 0, 0]",-1,1
10984,"(2, 0)","(2, 0)","[(1, 3), (2, 3), (2, 4)]","[1, 1, 1]",6.5,0
10985,"(2, 1)","(2, 0)","[(1, 3), (2, 3), (2, 4)]","[2, 2, 2]",-1,0
10986,"(2, 2)","(2, 0)","[(1, 3), (2, 3), (2, 4)]","[3, 3, 3]",-1,0
10987,"(2, 3)","(2, 0)","[(1, 3), (2, 4), (0, 1)]","[4, 4, 0]",6.5,1
10988,"(2, 2)","(2, 0)","[(1, 3), (2, 4), (0, 1)]","[5, 5, 1]",-1,1
10989,"(2, 1)","(2, 0)","[(1, 3), (2, 4), (0, 1)]","[6, 6, 2]",-1,1
10990,"(2, 0)","(2, 0)","[(1, 3), (2, 4), (0, 1), (3, 1)]","[7, 7, 3, 0]",6.5,0
10991,"(2, 1)","(2, 0)","[(1, 3), (2, 4), (0, 1), (3, 1)]","[8, 8, 4, 1]",-1,0
10992,"(3, 1)","(2, 0)","[(1, 3), (2, 4), (0, 1), (3, 3)]","[9, 9, 5, 0]",6.5,1
10993,"(2, 1)","(2, 0)","[(0, 1), (3, 3)]","[6, 1]",-1,1
10994,"(2, 0)","(2, 0)","[(0, 1), (3, 3)]","[7, 2]",6.5,0
10995,"(1, 0)","(2, 0)","[(0, 1), (3, 3), (2, 4)]","[8, 3, 0]",-1,0
10996,"(0, 0)","(2, 0)","[(0, 1), (3, 3), (2, 4)]","[9, 4, 1]",-1,0
10997,"(0, 1)","(2, 0)","[(3, 3), (2, 4)]","[5, 2]",6.5,1
10998,"(1, 1)","(2, 0)","[(3, 3), (2, 4)]","[6, 3]",-1,1
10999,"(1, 0)","(2, 0)","[(3, 3), (2, 4)]","[7, 4]",-1,1
11000,"(2, 1)","(2, 0)",[],[],-1,0
11001,"(2, 2)","(2, 0)",[],[],-1,0
11002,"(2, 2)","(2, 0)",[],[],0,0
11003,"(2, 2)","(2, 0)","[(4, 3)]",[0],0,0
11004,"(3, 2)","(2, 0)","[(4, 3)]",[1],-1,0
11005,"(3, 3)","(2, 0)","[(4, 3)]",[2],-1,0
