step,agent_loc,target_loc,item_locs,item_times,reward,agent_load
368,"(4, 1)","(2, 0)","[(4, 4), (0, 3), (1, 0), (2, 3)]","[7, 5, 2, 0]",-1,1
369,"(3, 1)","(2, 0)","[(4, 4), (0, 3), (1, 0), (2, 3)]","[8, 6, 3, 1]",-1,1
370,"(3, 0)","(2, 0)","[(4, 4), (0, 3), (1, 0), (2, 3)]","[9, 7, 4, 2]",-1,1
371,"(2, 0)","(2, 0)","[(0, 3), (1, 0), (2, 3)]","[8, 5, 3]",6.5,0
372,"(1, 0)","(2, 0)","[(0, 3), (2, 3)]","[9, 4]",6.5,1
373,"(2, 0)","(2, 0)","[(2, 3), (4, 3)]","[5, 0]",6.5,0
374,"(2, 1)","(2, 0)","[(2, 3), (4, 3)]","[6, 1]",-1,0
375,"(2, 2)","(2, 0)","[(2, 3), (4, 3)]","[7, 2]",-1,0
376,"(2, 3)","(2, 0)","[(4, 3)]",[3],6.5,1
377,"(2, 2)","(2, 0)","[(4, 3)]",[4],-1,1
378,"(2, 1)","(2, 0)","[(4, 3)]",[5],-1,1
379,"(1, 1)","(2, 0)","[(4, 3), (3, 3)]","[6, 0]",-1,1
380,"(2, 1)","(2, 0)","[(4, 3), (3, 3)]","[7, 1]",-1,1
381,"(2, 0)","(2, 0)","[(4, 3), (3, 3), (0, 3)]","[8, 2, 0]",6.5,0
382,"(2, 1)","(2, 0)","[(4, 3), (3, 3), (0, 3), (0, 4)]","[9, 3, 1, 0]",-1,0
383,"(2, 2)","(2, 0)","[(3, 3), (0, 3), (0, 4)]","[4, 2, 1]",-1,0
384,"(3, 2)","(2, 0)","[(3, 3), (0, 3), (0, 4)]","[5, 3, 2]",-1,0
385,"(3, 3)","(2, 0)","[(0, 3), (0, 4)]","[4, 3]",6.5,1
386,"(3, 2)","(2, 0)","[(0, 3), (0, 4)]","[5, 4]",-1,1
387,"(3, 1)","(2, 0)","[(0, 3), (0, 4)]","[6, 5]",-1,1
388,"(3, 0)","(2, 0)","[(0, 3), (0, 4)]","[7, 6]",-1,1
389,"(2, 0)","(2, 0)","[(0, 3), (0, 4), (4, 0)]","[8, 7, 0]",6.5,0
390,"(3, 0)","(2, 0)","[(0, 3), (0, 4), (4, 0)]","[9, 8, 1]",-1,0
391,"(4, 0)","(2, 0)","[(0, 4), (2, 2)]","[9, 0]",6.5,1
392,"(3, 0)","(2, 0)","[(2, 2)]",[1],-1,1
393,"(2, 0)","(2, 0)","[(2, 2)]",[2],6.5,0
394,"(2, 1)","(2, 0)","[(2, 2)]",[3],-1,0
395,"(2, 2)","(2, 0)",[],[],6.5,1
396,"(2, 1)","(2, 0)",[],[],-1,1
397,"(2, 0)","(2, 0)",[],[],6.5,0
398,"(2, 1)","(2, 0)",[],[],-1,0
399,"(2, 1)","(2, 0)",[],[],0,0
400,"(2, 0)","(2, 0)",[],[],0.0,0
401,"(2, 1)","(2, 0)",[],[],-1,0
402,"(2, 2)","(2, 0)","[(2, 4)]",[0],-1,0
403,"(2, 3)","(2, 0)","[(2, 4)]",[1],-1,0
404,"(2, 4)","(2, 0)",[],[],6.5,1
405,"(2, 3)","(2, 0)",[],[],-1,1
406,"(2, 2)","(2, 0)",[],[],-1,1
407,"(2, 1)","(2, 0)",[],[],-1,1
408,"(2, 0)","(2, 0)","[(1, 4)]",[0],6.5,0
409,"(2, 1)","(2, 0)","[(1, 4)]",[1],-1,0
410,"(2, 2)","(2, 0)","[(1, 4)]",[2],-1,0
411,"(2, 3)","(2, 0)","[(1, 4)]",[3],-1,0
412,"(1, 3)","(2, 0)","[(1, 4)]",[4],-1,0
413,"(1, 4)","(2, 0)",[],[],6.5,1
414,"(1, 3)","(2, 0)","[(1, 4)]",[0],-1,1
415,"(1, 2)","(2, 0)","[(1, 4)]",[1],-1,1
416,"(1, 1)","(2, 0)","[(1, 4)]",[2],-1,1
417,"(1, 0)","(2, 0)","[(1, 4)]",[3],-1,1
418,"(2, 0)","(2, 0)","[(1, 4)]",[4],6.5,0
419,"(2, 1)","(2, 0)","[(1, 4)]",[5],-1,0
420,"(2, 2)","(2, 0)","[(1, 4)]",[6],-1,0
421,"(2, 3)","(2, 0)","[(1, 4)]",[7],-1,0
422,"(1, 3)","(2, 0)","[(1, 4)]",[8],-1,0
423,"(1, 4)","(2, 0)","[(3, 2)]",[0],6.5,1
424,"(1, 3)","(2, 0)","[(3, 2)]",[1],-1,1
425,"(1, 2)","(2, 0)","[(3, 2)]",[2],-1,1
426,"(1, 1)","(2, 0)","[(3, 2), (1, 0)]","[3, 0]",-1,1
427,"(1, 0)","(2, 0)","[(3, 2), (1, 0)]","[4, 1]",-1,1
428,"(2, 0)","(2, 0)","[(3, 2), (1, 0)]","[5, 2]",6.5,0
429,"(1, 0)","(2, 0)","[(3, 2)]",[6],6.5,1
430,"(2, 0)","(2, 0)","[(3, 2)]",[7],6.5,0
431,"(2, 1)","(2, 0)","[(3, 2)]",[8],-1,0
432,"(2, 2)","(2, 0)","[(3, 2)]",[9],-1,0
433,"(3, 2)","(2, 0)",[],[],6.5,1
434,"(3, 1)","(2, 0)","[(3, 0)]",[0],-1,1
435,"(3, 0)","(2, 0)","[(3, 0)]",[1],-1,1
436,"(2, 0)","(2, 0)","[(3, 0)]",[2],6.5,0
437,"(3, 0)","(2, 0)",[],[],6.5,1
438,"(2, 0)","(2, 0)",[],[],6.5,0
439,"(2, 1)","(2, 0)",[],[],-1,0
440,"(2, 1)","(2, 0)",[],[],0,0
441,"(2, 2)","(2, 0)",[],[],-1,0
442,"(1, 2)","(2, 0)",[],[],-1,0
443,"(1, 2)","(2, 0)","[(1, 2)]",[0],0,0
444,"(0, 2)","(2, 0)","[(1, 2)]",[1],-1,0
445,"(1, 2)","(2, 0)",[],[],6.5,1
446,"(1, 1)","(2, 0)",[],[],-1,1
447,"(1, 0)","(2, 0)",[],[],-1,1
448,"(2, 0)","(2, 0)",[],[],6.5,0
449,"(3, 0)","(2, 0)",[],[],-1,0
450,"(3, 0)","(2, 0)","[(0, 4), (3, 2)]","[0, 0]",0,0
451,"(3, 1)","(2, 0)","[(0, 4), (3, 2)]","[1, 1]",-1,0
452,"(3, 2)","(2, 0)","[(0, 4)]",[2],6.5,1
453,"(3, 1)","(2, 0)","[(0, 4)]",[3],-1,1
454,"(3, 0)","(2, 0)","[(0, 4), (3, 2)]","[4, 0]",-1,1
455,"(2, 0)","(2, 0)","[(0, 4), (3, 2)]","[5, 1]",6.5,0
456,"(2, 1)","(2, 0)","[(0, 4), (3, 2)]","[6, 2]",-1,0
457,"(2, 2)","(2, 0)","[(0, 4), (3, 2)]","[7, 3]",-1,0
458,"(3, 2)","(2, 0)","[(0, 4)]",[8],6.5,1
459,"(3, 1)","(2, 0)","[(0, 4)]",[9],-1,1
460,"(3, 0)","(2, 0)","[(0, 1)]",[0],-1,1
461,"(2, 0)","(2, 0)","[(0, 1)]",[1],6.5,0
462,"(1, 0)","(2, 0)","[(0, 1)]",[2],-1,0
463,"(0, 0)","(2, 0)","[(0, 1)]",[3],-1,0
464,"(0, 1)","(2, 0)",[],[],6.5,1
465,"(0, 0)","(2, 0)",[],[],-1,1
466,"(1, 0)","(2, 0)",[],[],-1,1
467,"(2, 0)","(2, 0)","[(4, 3)]",[0],6.5,0
468,"(2, 1)","(2, 0)","[(4, 3)]",[1],-1,0
469,"(2, 2)","(2, 0)","[(4, 3), (3, 2)]","[2, 0]",-1,0
470,"(3, 2)","(2, 0)","[(4, 3)]",[3],6.5,1
471,"(3, 1)","(2, 0)","[(4, 3)]",[4],-1,1
472,"(3, 0)","(2, 0)","[(4, 3)]",[5],-1,1
473,"(2, 0)","(2, 0)","[(4, 3)]",[6],6.5,0
474,"(2, 1)","(2, 0)","[(4, 3)]",[7],-1,0
475,"(2, 1)","(2, 0)","[(4, 3)]",[8],0,0
476,"(2, 1)","(2, 0)","[(4, 3)]",[9],0,0
477,"(2, 2)","(2, 0)","[(3, 3)]",[0],-1,0
478,"(2, 3)","(2, 0)","[(3, 3)]",[1],-1,0
479,"(3, 3)","(2, 0)",[],[],6.5,1
480,"(3, 2)","(2, 0)","[(1, 3)]",[0],-1,1
481,"(3, 1)","(2, 0)","[(1, 3)]",[1],-1,1
482,"(3, 0)","(2, 0)","[(1, 3), (4, 2)]","[2, 0]",-1,1
483,"(2, 0)","(2, 0)","[(1, 3), (4, 2)]","[3, 1]",6.5,0
484,"(2, 1)","(2, 0)","[(1, 3), (4, 2)]","[4, 2]",-1,0
485,"(2, 2)","(2, 0)","[(1, 3), (4, 2)]","[5, 3]",-1,0
486,"(2, 3)","(2, 0)","[(1, 3), (4, 2)]","[6, 4]",-1,0
487,"(1, 3)","(2, 0)","[(4, 2)]",[5],6.5,1
488,"(1, 2)","(2, 0)","[(4, 2)]",[6],-1,1
489,"(1, 1)","(2, 0)","[(4, 2)]",[7],-1,1
490,"(1, 0)","(2, 0)","[(4, 2), (3, 0)]","[8, 0]",-1,1
491,"(2, 0)","(2, 0)","[(4, 2), (3, 0)]","[9, 1]",6.5,0
492,"(3, 0)","(2, 0)","[(2, 2)]",[0],6.5,1
493,"(2, 0)","(2, 0)","[(2, 2)]",[1],6.5,0
494,"(2, 1)","(2, 0)","[(2, 2), (4, 4)]","[2, 0]",-1,0
495,"(2, 2)","(2, 0)","[(4, 4)]",[1],6.5,1
496,"(2, 1)","(2, 0)","[(4, 4), (3, 4)]","[2, 0]",-1,1
497,"(2, 0)","(2, 0)","[(4, 4), (3, 4)]","[3, 1]",6.5,0
498,"(2, 1)","(2, 0)","[(4, 4), (3, 4)]","[4, 2]",-1,0
499,"(2, 2)","(2, 0)","[(4, 4), (3, 4)]","[5, 3]",-1,0
500,"(2, 3)","(2, 0)","[(4, 4), (3, 4)]","[6, 4]",-1,0
501,"(2, 4)","(2, 0)","[(4, 4), (3, 4)]","[7, 5]",-1,0
502,"(3, 4)","(2, 0)","[(4, 4)]",[8],6.5,1
503,"(3, 3)","(2, 0)","[(4, 4)]",[9],-1,1
504,"(3, 2)","(2, 0)",[],[],-1,1
505,"(3, 1)","(2, 0)",[],[],-1,1
506,"(3, 0)","(2, 0)",[],[],-1,1
507,"(2, 0)","(2, 0)",[],[],6.5,0
508,"(2, 1)","(2, 0)",[],[],-1,0
509,"(1, 1)","(2, 0)",[],[],-1,0
510,"(0, 1)","(2, 0)",[],[],-1,0
511,"(0, 1)","(2, 0)",[],[],0,0
512,"(0, 1)","(2, 0)",[],[],0,0
513,"(0, 1)","(2, 0)","[(3, 3)]",[0],0,0
514,"(1, 1)","(2, 0)","[(3, 3), (2, 3), (4, 2)]","[1, 0, 0]",-1,0
515,"(1, 2)","(2, 0)","[(3, 3), (2, 3), (4, 2), (0, 4)]","[2, 1, 1, 0]",-1,0
516,"(2, 2)","(2, 0)","[(3, 3), (2, 3), (4, 2), (0, 4), (4, 0)]","[3, 2, 2, 1, 0]",-1,0
517,"(2, 3)","(2, 0)","[(3, 3), (4, 2), (0, 4), (4, 0)]","[4, 3, 2, 1]",6.5,1
518,"(2, 2)","(2, 0)","[(3, 3), (4, 2), (0, 4), (4, 0)]","[5, 4, 3, 2]",-1,1
519,"(2, 1)","(2, 0)","[(3, 3), (4, 2), (0, 4), (4, 0)]","[6, 5, 4, 3]",-1,1
520,"(2, 0)","(2, 0)","[(3, 3), (4, 2), (0, 4), (4, 0)]","[7, 6, 5, 4]",6.5,0
521,"(3, 0)","(2, 0)","[(3, 3), (4, 2), (0, 4), (4, 0)]","[8, 7, 6, 5]",-1,0
522,"(4, 0)","(2, 0)","[(3, 3), (4, 2), (0, 4)]","[9, 8, 7]",6.5,1
523,"(3, 0)","(2, 0)","[(4, 2), (0, 4)]","[9, 8]",-1,1
524,"(2, 0)","(2, 0)","[(0, 4)]",[9],6.5,0
525,"(2, 0)","(2, 0)",[],[],0.0,0
526,"(2, 0)","(2, 0)","[(0, 3)]",[0],0.0,0
527,"(2, 1)","(2, 0)","[(0, 3)]",[1],-1,0
528,"(1, 1)","(2, 0)","[(0, 3)]",[2],-1,0
529,"(1, 2)","(2, 0)","[(0, 3)]",[3],-1,0
530,"(0, 2)","(2, 0)","[(0, 3)]",[4],-1,0
531,"(0, 3)","(2, 0)","[(3, 3)]",[0],6.5,1
532,"(0, 2)","(2, 0)","[(3, 3)]",[1],-1,1
533,"(0, 1)","(2, 0)","[(3, 3)]",[2],-1,1
534,"(1, 1)","(2, 0)","[(3, 3)]",[3],-1,1
535,"(2, 1)","(2, 0)","[(3, 3), (3, 4)]","[4, 0]",-1,1
536,"(2, 0)","(2, 0)","[(3, 3), (3, 4)]","[5, 1]",6.5,0
537,"(2, 1)","(2, 0)","[(3, 3), (3, 4)]","[6, 2]",-1,0
538,"(2, 2)","(2, 0)","[(3, 3), (3, 4)]","[7, 3]",-1,0
539,"(3, 2)","(2, 0)","[(3, 3), (3, 4), (2, 2)]","[8, 4, 0]",-1,0
540,"(3, 3)","(2, 0)","[(3, 4), (2, 2), (0, 3)]","[5, 1, 0]",6.5,1
541,"(3, 2)","(2, 0)","[(3, 4), (2, 2), (0, 3)]","[6, 2, 1]",-1,1
542,"(3, 1)","(2, 0)","[(3, 4), (2, 2), (0, 3)]","[7, 3, 2]",-1,1
543,"(3, 0)","(2, 0)","[(3, 4), (2, 2), (0, 3)]","[8, 4, 3]",-1,1
544,"(2, 0)","(2, 0)","[(3, 4), (2, 2), (0, 3)]","[9, 5, 4]",6.5,0
545,"(2, 1)","(2, 0)","[(2, 2), (0, 3)]","[6, 5]",-1,0
546,"(2, 2)","(2, 0)","[(0, 3), (3, 1)]","[6, 0]",6.5,1
547,"(2, 1)","(2, 0)","[(0, 3), (3, 1)]","[7, 1]",-1,1
548,"(2, 0)","(2, 0)","[(0, 3), (3, 1), (4, 2)]","[8, 2, 0]",6.5,0
549,"(3, 0)","(2, 0)","[(0, 3), (3, 1), (4, 2)]","[9, 3, 1]",-1,0
550,"(3, 1)","(2, 0)","[(4, 2)]",[2],6.5,1
551,"(3, 0)","(2, 0)","[(4, 2)]",[3],-1,1
552,"(2, 0)","(2, 0)","[(4, 2), (0, 4)]","[4, 0]",6.5,0
553,"(3, 0)","(2, 0)","[(4, 2), (0, 4)]","[5, 1]",-1,0
554,"(3, 1)","(2, 0)","[(4, 2), (0, 4)]","[6, 2]",-1,0
555,"(3, 2)","(2, 0)","[(4, 2), (0, 4)]","[7, 3]",-1,0
556,"(4, 2)","(2, 0)","[(0, 4)]",[4],6.5,1
557,"(4, 1)","(2, 0)","[(0, 4)]",[5],-1,1
558,"(3, 1)","(2, 0)","[(0, 4)]",[6],-1,1
559,"(3, 0)","(2, 0)","[(0, 4)]",[7],-1,1
560,"(2, 0)","(2, 0)","[(0, 4)]",[8],6.5,0
561,"(2, 0)","(2, 0)","[(0, 4)]",[9],0.0,0
562,"(2, 0)","(2, 0)",[],[],0.0,0
563,"(2, 0)","(2, 0)",[],[],0.0,0
564,"(2, 0)","(2, 0)","[(4, 1)]",[0],0.0,0
565,"(3, 0)","(2, 0)","[(4, 1), (3, 4)]","[1, 0]",-1,0
566,"(4, 0)","(2, 0)","[(4, 1), (3, 4)]","[2, 1]",-1,0
567,"(4, 1)","(2, 0)","[(3, 4)]",[2],6.5,1
568,"(4, 0)","(2, 0)","[(3, 4)]",[3],-1,1
569,"(3, 0)","(2, 0)","[(3, 4)]",[4],-1,1
570,"(2, 0)","(2, 0)","[(3, 4)]",[5],6.5,0
571,"(2, 1)","(2, 0)","[(3, 4)]",[6],-1,0
572,"(2, 2)","(2, 0)","[(3, 4)]",[7],-1,0
573,"(2, 3)","(2, 0)","[(3, 4)]",[8],-1,0
574,"(2, 4)","(2, 0)","[(3, 4)]",[9],-1,0
575,"(3, 4)","(2, 0)",[],[],6.5,1
576,"(3, 3)","(2, 0)","[(4, 3)]",[0],-1,1
577,"(3, 2)","(2, 0)","[(4, 3)]",[1],-1,1
578,"(3, 1)","(2, 0)","[(4, 3)]",[2],-1,1
579,"(3, 0)","(2, 0)","[(4, 3)]",[3],-1,1
580,"(2, 0)","(2, 0)","[(4, 3)]",[4],6.5,0
581,"(3, 0)","(2, 0)","[(4, 3)]",[5],-1,0
582,"(3, 1)","(2, 0)","[(4, 3), (3, 2)]","[6, 0]",-1,0
583,"(3, 2)","(2, 0)","[(4, 3), (0, 1)]","[7, 0]",6.5,1
584,"(3, 1)","(2, 0)","[(4, 3), (0, 1), (4, 4)]","[8, 1, 0]",-1,1
585,"(3, 0)","(2, 0)","[(4, 3), (0, 1), (4, 4), (3, 2)]","[9, 2, 1, 0]",-1,1
586,"(2, 0)","(2, 0)","[(0, 1), (4, 4), (3, 2), (0, 4)]","[3, 2, 1, 0]",6.5,0
587,"(1, 0)","(2, 0)","[(0, 1), (4, 4), (3, 2), (0, 4)]","[4, 3, 2, 1]",-1,0
588,"(1, 1)","(2, 0)","[(0, 1), (4, 4), (3, 2), (0, 4)]","[5, 4, 3, 2]",-1,0
589,"(0, 1)","(2, 0)","[(4, 4), (3, 2), (0, 4)]","[5, 4, 3]",6.5,1
590,"(1, 1)","(2, 0)","[(4, 4), (3, 2), (0, 4)]","[6, 5, 4]",-1,1
591,"(1, 0)","(2, 0)","[(4, 4), (3, 2), (0, 4)]","[7, 6, 5]",-1,1
592,"(2, 0)","(2, 0)","[(4, 4), (3, 2), (0, 4), (0, 3)]","[8, 7, 6, 0]",6.5,0
593,"(2, 1)","(2, 0)","[(4, 4), (3, 2), (0, 4), (0, 3)]","[9, 8, 7, 1]",-1,0
594,"(3, 1)","(2, 0)","[(3, 2), (0, 4), (0, 3)]","[9, 8, 2]",-1,0
595,"(3, 2)","(2, 0)","[(0, 4), (0, 3)]","[9, 3]",6.5,1
596,"(3, 1)","(2, 0)","[(0, 3)]",[4],-1,1
597,"(3, 0)","(2, 0)","[(0, 3), (3, 4), (4, 4)]","[5, 0, 0]",-1,1
598,"(2, 0)","(2, 0)","[(0, 3), (3, 4), (4, 4)]","[6, 1, 1]",6.5,0
599,"(2, 1)","(2, 0)","[(0, 3), (3, 4), (4, 4)]","[7, 2, 2]",-1,0
600,"(2, 1)","(2, 0)","[(1, 0), (1, 3)]","[0, 0]",-1,0
601,"(2, 0)","(2, 0)","[(1, 0), (1, 3)]","[1, 1]",-1.0,0
602,"(1, 0)","(2, 0)","[(1, 3)]",[2],6.5,1
603,"(2, 0)","(2, 0)","[(1, 3)]",[3],6.5,0
604,"(2, 1)","(2, 0)","[(1, 3)]",[4],-1,0
605,"(2, 2)","(2, 0)","[(1, 3)]",[5],-1,0
606,"(1, 2)","(2, 0)","[(1, 3)]",[6],-1,0
607,"(1, 3)","(2, 0)",[],[],6.5,1
608,"(1, 2)","(2, 0)",[],[],-1,1
609,"(1, 1)","(2, 0)","[(4, 2)]",[0],-1,1
610,"(1, 0)","(2, 0)","[(4, 2)]",[1],-1,1
611,"(2, 0)","(2, 0)","[(4, 2), (3, 1)]","[2, 0]",6.5,0
612,"(3, 0)","(2, 0)","[(4, 2), (3, 1)]","[3, 1]",-1,0
613,"(3, 1)","(2, 0)","[(4, 2)]",[4],6.5,1
614,"(3, 0)","(2, 0)","[(4, 2)]",[5],-1,1
615,"(2, 0)","(2, 0)","[(4, 2)]",[6],6.5,0
616,"(2, 1)","(2, 0)","[(4, 2)]",[7],-1,0
617,"(3, 1)","(2, 0)","[(4, 2)]",[8],-1,0
618,"(3, 2)","(2, 0)","[(4, 2)]",[9],-1,0
619,"(4, 2)","(2, 0)","[(2, 3)]",[0],6.5,1
620,"(4, 1)","(2, 0)","[(2, 3)]",[1],-1,1
621,"(3, 1)","(2, 0)","[(2, 3)]",[2],-1,1
622,"(3, 0)","(2, 0)","[(2, 3)]",[3],-1,1
623,"(2, 0)","(2, 0)","[(2, 3)]",[4],6.5,0
624,"(2, 1)","(2, 0)","[(2, 3)]",[5],-1,0
625,"(2, 2)","(2, 0)","[(2, 3), (2, 1)]","[6, 0]",-1,0
626,"(2, 3)","(2, 0)","[(2, 1)]",[1],6.5,1
627,"(2, 2)","(2, 0)","[(2, 1)]",[2],-1,1
628,"(2, 1)","(2, 0)","[(2, 1)]",[3],-1,1
629,"(2, 0)","(2, 0)","[(2, 1)]",[4],6.5,0
630,"(2, 1)","(2, 0)",[],[],6.5,1
631,"(2, 0)","(2, 0)",[],[],6.5,0
632,"(2, 0)","(2, 0)",[],[],0.0,0
633,"(2, 0)","(2, 0)",[],[],0.0,0
634,"(3, 0)","(2, 0)","[(4, 3)]",[0],-1,0
635,"(3, 1)","(2, 0)","[(4, 3)]",[1],-1,0
636,"(3, 2)","(2, 0)","[(4, 3)]",[2],-1,0
637,"(3, 3)","(2, 0)","[(4, 3)]",[3],-1,0
638,"(4, 3)","(2, 0)",[],[],6.5,1
639,"(4, 2)","(2, 0)",[],[],-1,1
640,"(4, 1)","(2, 0)",[],[],-1,1
641,"(3, 1)","(2, 0)","[(1, 0)]",[0],-1,1
642,"(3, 0)","(2, 0)","[(1, 0)]",[1],-1,1
643,"(2, 0)","(2, 0)","[(1, 0)]",[2],6.5,0
644,"(1, 0)","(2, 0)",[],[],6.5,1
645,"(2, 0)","(2, 0)",[],[],6.5,0
646,"(2, 1)","(2, 0)","[(0, 4), (2, 4)]","[0, 0]",-1,0
647,"(2, 2)","(2, 0)","[(0, 4), (2, 4), (3, 3)]","[1, 1, 0]",-1,0
648,"(2, 3)","(2, 0)","[(0, 4), (2, 4), (3, 3)]","[2, 2, 1]",-1,0
649,"(2, 4)","(2, 0)","[(0, 4), (3, 3), (1, 0)]","[3, 2, 0]",6.5,1
650,"(2, 3)","(2, 0)","[(0, 4), (3, 3), (1, 0)]","[4, 3, 1]",-1,1
651,"(2, 2)","(2, 0)","[(0, 4), (3, 3), (1, 0), (0, 2)]","[5, 4, 2, 0]",-1,1
652,"(2, 1)","(2, 0)","[(0, 4), (3, 3), (1, 0), (0, 2)]","[6, 5, 3, 1]",-1,1
653,"(2, 0)","(2, 0)","[(0, 4), (3, 3), (1, 0), (0, 2)]","[7, 6, 4, 2]",6.5,0
654,"(1, 0)","(2, 0)","[(0, 4), (3, 3), (0, 2), (2, 4)]","[8, 7, 3, 0]",6.5,1
655,"(2, 0)","(2, 0)","[(0, 4), (3, 3), (0, 2), (2, 4)]","[9, 8, 4, 1]",6.5,0
656,"(2, 1)","(2, 0)","[(3, 3), (0, 2), (2, 4)]","[9, 5, 2]",-1,0
657,"(1, 1)","(2, 0)","[(0, 2), (2, 4)]","[6, 3]",-1,0
658,"(1, 2)","(2, 0)","[(0, 2), (2, 4)]","[7, 4]",-1,0
659,"(0, 2)","(2, 0)","[(2, 4)]",[5],6.5,1
660,"(0, 1)","(2, 0)","[(2, 4)]",[6],-1,1
661,"(0, 0)","(2, 0)","[(2, 4)]",[7],-1,1
662,"(1, 0)","(2, 0)","[(2, 4)]",[8],-1,1
663,"(2, 0)","(2, 0)","[(2, 4)]",[9],6.5,0
664,"(1, 0)","(2, 0)",[],[],-1,0
665,"(1, 0)","(2, 0)","[(4, 3)]",[0],0,0
666,"(2, 0)","(2, 0)","[(4, 3)]",[1],-1.0,0
667,"(3, 0)","(2, 0)","[(4, 3)]",[2],-1,0
668,"(3, 1)","(2, 0)","[(4, 3)]",[3],-1,0
669,"(3, 2)","(2, 0)","[(4, 3)]",[4],-1,0
670,"(3, 3)","(2, 0)","[(4, 3)]",[5],-1,0
671,"(4, 3)","(2, 0)",[],[],6.5,1
672,"(4, 2)","(2, 0)","[(0, 4)]",[0],-1,1
673,"(4, 1)","(2, 0)","[(0, 4), (2, 1)]","[1, 0]",-1,1
674,"(3, 1)","(2, 0)","[(0, 4), (2, 1)]","[2, 1]",-1,1
675,"(3, 0)","(2, 0)","[(0, 4), (2, 1), (0, 2)]","[3, 2, 0]",-1,1
676,"(2, 0)","(2, 0)","[(0, 4), (2, 1), (0, 2)]","[4, 3, 1]",6.5,0
677,"(2, 1)","(2, 0)","[(0, 4), (0, 2)]","[5, 2]",6.5,1
678,"(1, 1)","(2, 0)","[(0, 4), (0, 2)]","[6, 3]",-1,1
679,"(1, 0)","(2, 0)","[(0, 4), (0, 2)]","[7, 4]",-1,1
680,"(2, 0)","(2, 0)","[(0, 4), (0, 2)]","[8, 5]",6.5,0
681,"(1, 0)","(2, 0)","[(0, 4), (0, 2)]","[9, 6]",-1,0
682,"(1, 1)","(2, 0)","[(0, 2)]",[7],-1,0
683,"(0, 1)","(2, 0)","[(0, 2)]",[8],-1,0
684,"(0, 2)","(2, 0)",[],[],6.5,1
685,"(0, 1)","(2, 0)",[],[],-1,1
686,"(0, 0)","(2, 0)","[(4, 3)]",[0],-1,1
687,"(1, 0)","(2, 0)","[(4, 3)]",[1],-1,1
688,"(2, 0)","(2, 0)","[(4, 3)]",[2],6.5,0
689,"(2, 1)","(2, 0)","[(4, 3)]",[3],-1,0
690,"(2, 0)","(2, 0)","[(4, 3)]",[4],-1.0,0
691,"(2, 1)","(2, 0)","[(4, 3)]",[5],-1,0
692,"(2, 2)","(2, 0)","[(4, 3)]",[6],-1,0
693,"(2, 3)","(2, 0)","[(4, 3)]",[7],-1,0
694,"(3, 3)","(2, 0)","[(4, 3)]",[8],-1,0
695,"(4, 3)","(2, 0)",[],[],6.5,1
696,"(4, 2)","(2, 0)",[],[],-1,1
697,"(4, 1)","(2, 0)",[],[],-1,1
698,"(4, 0)","(2, 0)",[],[],-1,1
699,"(3, 0)","(2, 0)","[(1, 2), (1, 3)]","[0, 0]",-1,1
700,"(2, 0)","(2, 0)","[(1, 2), (1, 3)]","[1, 1]",6.5,0
701,"(2, 1)","(2, 0)","[(1, 2), (1, 3)]","[2, 2]",-1,0
702,"(2, 2)","(2, 0)","[(1, 2), (1, 3)]","[3, 3]",-1,0
703,"(1, 2)","(2, 0)","[(1, 3)]",[4],6.5,1
704,"(1, 1)","(2, 0)","[(1, 3)]",[5],-1,1
705,"(1, 0)","(2, 0)","[(1, 3)]",[6],-1,1
706,"(2, 0)","(2, 0)","[(1, 3)]",[7],6.5,0
707,"(2, 1)","(2, 0)","[(1, 3), (0, 1)]","[8, 0]",-1,0
708,"(1, 1)","(2, 0)","[(1, 3), (0, 1)]","[9, 1]",-1,0
709,"(0, 1)","(2, 0)",[],[],6.5,1
710,"(0, 0)","(2, 0)",[],[],-1,1
711,"(1, 0)","(2, 0)",[],[],-1,1
712,"(2, 0)","(2, 0)","[(3, 1), (4, 2)]","[0, 0]",6.5,0
713,"(3, 0)","(2, 0)","[(3, 1), (4, 2), (3, 4)]","[1, 1, 0]",-1,0
714,"(3, 1)","(2, 0)","[(4, 2), (3, 4)]","[2, 1]",6.5,1
715,"(3, 0)","(2, 0)","[(4, 2), (3, 4), (1, 0)]","[3, 2, 0]",-1,1
716,"(2, 0)","(2, 0)","[(4, 2), (3, 4), (1, 0)]","[4, 3, 1]",6.5,0
717,"(1, 0)","(2, 0)","[(4, 2), (3, 4)]","[5, 4]",6.5,1
718,"(2, 0)","(2, 0)","[(4, 2), (3, 4), (1, 3)]","[6, 5, 0]",6.5,0
719,"(3, 0)","(2, 0)","[(4, 2), (3, 4), (1, 3)]","[7, 6, 1]",-1,0
720,"(3, 1)","(2, 0)","[(4, 2), (3, 4), (1, 3)]","[8, 7, 2]",-1,0
721,"(3, 2)","(2, 0)","[(4, 2), (3, 4), (1, 3)]","[9, 8, 3]",-1,0
722,"(4, 2)","(2, 0)","[(3, 4), (1, 3)]","[9, 4]",6.5,1
723,"(4, 1)","(2, 0)","[(1, 3), (0, 3)]","[5, 0]",-1,1
724,"(3, 1)","(2, 0)","[(1, 3), (0, 3)]","[6, 1]",-1,1
725,"(2, 1)","(2, 0)","[(1, 3), (0, 3)]","[7, 2]",-1,1
