step,agent_loc,target_loc,item_locs,item_times,reward,agent_load,action_probs
1791,"(3, 1)","(2, 0)",[],[],6.5,1,"[4.4346030335873365e-05, 0.966650128364563, 7.216549875010969e-06, 2.1377518351073377e-06, 0.03329619765281677]"
1792,"(2, 1)","(2, 0)","[(3, 4)]",[0],-1,1,"[1.804994280973915e-05, 9.92348418549227e-07, 0.4816223084926605, 0.5183584690093994, 1.192879466316299e-07]"
1793,"(3, 1)","(2, 0)","[(3, 4)]",[1],-1,1,"[4.6046130592003465e-05, 0.00039548033964820206, 0.9476406574249268, 0.051917415112257004, 4.272935143490031e-07]"
1794,"(3, 2)","(2, 0)","[(3, 4)]",[2],-1,1,"[7.109476428013295e-06, 1.4831984117336106e-05, 0.9984945058822632, 0.0014836201444268227, 3.989838859297379e-08]"
1795,"(3, 3)","(2, 0)","[(3, 4)]",[3],-1,1,"[6.395029049599543e-05, 8.466678082186263e-06, 0.9984557628631592, 0.0014711415860801935, 7.557553090009606e-07]"
1796,"(3, 4)","(2, 0)","[(3, 1)]",[0],6.5,2,"[8.23125992610585e-06, 6.658471829723567e-05, 1.7303468879958928e-08, 4.3887601350434124e-05, 0.9998812675476074]"
1797,"(3, 3)","(2, 0)","[(3, 1)]",[1],-1,2,"[9.172074896923732e-06, 5.442720794235356e-05, 5.8573988326315884e-08, 0.00012326324940659106, 0.9998131394386292]"
1798,"(3, 2)","(2, 0)","[(3, 1), (4, 0)]","[2, 0]",-1,2,"[3.4961671190103516e-05, 0.00014913899940438569, 5.816268640046474e-06, 0.000999685493297875, 0.9988104104995728]"
1799,"(3, 1)","(2, 0)","[(4, 0)]",[1],6.5,3,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1800,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
1801,"(3, 1)","(2, 0)","[(3, 3)]",[0],-1,0,"[7.202455890364945e-05, 0.0005056840600445867, 0.9521543383598328, 0.04726335033774376, 4.67800828118925e-06]"
1802,"(3, 2)","(2, 0)","[(3, 3)]",[1],-1,0,"[4.697755866800435e-05, 3.358019966981374e-05, 0.9973968267440796, 0.002520519308745861, 2.0569814296322875e-06]"
1803,"(3, 3)","(2, 0)","[(4, 4)]",[0],6.5,1,"[1.867906394181773e-05, 7.437492843820337e-09, 0.4549047648906708, 0.5450757145881653, 8.762197012401884e-07]"
1804,"(3, 4)","(2, 0)","[(4, 4)]",[1],-1,1,"[0.00018101604655385017, 2.122435915907772e-08, 0.0035530037712305784, 0.9962128400802612, 5.3239735279930755e-05]"
1805,"(4, 4)","(2, 0)",[],[],6.5,2,"[6.320133252302185e-05, 0.37940576672554016, 2.191199826029333e-07, 1.1841403875223477e-06, 0.6205296516418457]"
1806,"(4, 3)","(2, 0)",[],[],-1,2,"[3.287652361905202e-05, 0.7826324105262756, 4.812666816178535e-07, 5.06592243709747e-07, 0.21733373403549194]"
1807,"(3, 3)","(2, 0)","[(4, 3)]",[0],-1,2,"[1.0960779036395252e-05, 3.935498149587602e-09, 0.0018744163680821657, 0.9980574250221252, 5.726291419705376e-05]"
1808,"(4, 3)","(2, 0)","[(3, 1)]",[0],6.5,3,"[1.7515585568617098e-05, 0.3105704188346863, 5.573000976255571e-07, 6.78805861298315e-07, 0.6894108057022095]"
1809,"(4, 2)","(2, 0)","[(3, 1)]",[1],-1,3,"[2.0623680029530078e-05, 0.741336464881897, 5.0258313422091305e-06, 7.799032459843147e-07, 0.25863713026046753]"
1810,"(3, 2)","(2, 0)","[(3, 1)]",[2],-1,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
1811,"(3, 1)","(2, 0)","[(3, 1)]",[3],-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
1812,"(3, 0)","(2, 0)","[(3, 1)]",[4],-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
1813,"(2, 0)","(2, 0)","[(3, 1)]",[5],21.5,0,"[8.481000804749783e-06, 4.969467113369319e-07, 0.2264469712972641, 0.7735399007797241, 4.118200195080135e-06]"
1814,"(3, 0)","(2, 0)","[(3, 1)]",[6],-1,0,"[0.00044539058580994606, 0.010717936791479588, 0.9095986485481262, 0.07911118119955063, 0.00012691064330283552]"
1815,"(4, 0)","(2, 0)","[(3, 1)]",[7],-1,0,"[0.00015387088933493942, 0.75471031665802, 0.24494870007038116, 0.00016408802184741944, 2.30357200052822e-05]"
1816,"(3, 0)","(2, 0)","[(3, 1), (1, 3)]","[8, 0]",-1,0,"[0.00044539058580994606, 0.010717936791479588, 0.9095986485481262, 0.07911118119955063, 0.00012691064330283552]"
1817,"(3, 1)","(2, 0)","[(1, 3), (4, 4)]","[1, 0]",6.5,1,"[5.96541349295876e-06, 0.8312309384346008, 0.16876299679279327, 1.1044374303992299e-07, 3.839249274051326e-08]"
1818,"(3, 2)","(2, 0)","[(1, 3), (4, 4)]","[2, 1]",-1,1,"[3.3713990887918044e-06, 0.985188364982605, 0.014808065257966518, 3.081062738274909e-09, 7.888750985785009e-08]"
1819,"(2, 2)","(2, 0)","[(1, 3), (4, 4)]","[3, 2]",-1,1,"[3.233722236473113e-05, 0.19476260244846344, 0.8052048683166504, 8.936843443052567e-08, 1.422340574208647e-07]"
1820,"(2, 3)","(2, 0)","[(1, 3), (4, 4)]","[4, 3]",-1,1,"[0.00012053509271936491, 0.9995790123939514, 0.00025776639813557267, 3.883813093352728e-08, 4.251362770446576e-05]"
1821,"(1, 3)","(2, 0)","[(4, 4)]",[4],6.5,2,"[1.6918501444251888e-07, 7.588693562432525e-12, 0.12803146243095398, 0.8719683289527893, 1.8742920548930897e-09]"
1822,"(2, 3)","(2, 0)","[(4, 4)]",[5],-1,2,"[4.2163651414739434e-07, 1.6045054174185225e-11, 0.05382627993822098, 0.9461733102798462, 7.498147880369288e-09]"
1823,"(3, 3)","(2, 0)","[(4, 4)]",[6],-1,2,"[1.6971569493762217e-05, 7.3917960641267655e-09, 0.22280927002429962, 0.7771725654602051, 1.1669021660054568e-06]"
1824,"(3, 4)","(2, 0)","[(4, 4)]",[7],-1,2,"[4.852584970649332e-05, 2.8331678336712685e-08, 0.0034542663488537073, 0.9964040517807007, 9.314159979112446e-05]"
1825,"(4, 4)","(2, 0)",[],[],6.5,3,"[1.6203348423005082e-05, 0.1211908832192421, 1.340207944622307e-07, 6.711624678246153e-07, 0.8787921667098999]"
1826,"(4, 3)","(2, 0)",[],[],-1,3,"[1.7515585568617098e-05, 0.3105704188346863, 5.573000976255571e-07, 6.78805861298315e-07, 0.6894108057022095]"
1827,"(3, 3)","(2, 0)",[],[],-1,3,"[2.1033918073953828e-06, 0.0022649154998362064, 2.0290622515517498e-08, 8.605745165368717e-07, 0.9977320432662964]"
1828,"(3, 2)","(2, 0)","[(2, 3)]",[0],-1,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
1829,"(3, 1)","(2, 0)","[(2, 3)]",[1],-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
1830,"(3, 0)","(2, 0)","[(2, 3)]",[2],-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
1831,"(2, 0)","(2, 0)","[(2, 3)]",[3],21.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1832,"(2, 1)","(2, 0)","[(2, 3)]",[4],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
1833,"(2, 2)","(2, 0)","[(2, 3)]",[5],-1,0,"[5.403256000136025e-05, 8.17106592876371e-06, 0.9991822838783264, 0.0007553067407570779, 1.8750439778614236e-07]"
1834,"(2, 3)","(2, 0)",[],[],6.5,1,"[2.2416876163333654e-05, 0.00011648797226371244, 1.024248685865814e-08, 4.6489749365719035e-05, 0.9998145699501038]"
1835,"(2, 2)","(2, 0)","[(4, 2)]",[0],-1,1,"[5.174451800371571e-08, 2.426822198059453e-12, 0.01509058941155672, 0.9849093556404114, 4.196029479430763e-08]"
1836,"(3, 2)","(2, 0)","[(4, 2)]",[1],-1,1,"[5.447378043754725e-06, 3.180915086886671e-09, 0.003425651229918003, 0.9965046644210815, 6.427556945709512e-05]"
1837,"(4, 2)","(2, 0)",[],[],6.5,2,"[1.4758518773305696e-05, 0.9679082036018372, 1.8914480506282416e-06, 2.7604085062193917e-07, 0.032074857503175735]"
1838,"(3, 2)","(2, 0)",[],[],-1,2,"[8.271415936178528e-06, 0.042241133749485016, 1.8404094248580805e-07, 1.2467064607335487e-06, 0.9577491879463196]"
1839,"(3, 1)","(2, 0)",[],[],-1,2,"[5.345604586182162e-05, 0.529428243637085, 2.135452814400196e-05, 4.460322088561952e-06, 0.47049248218536377]"
1840,"(2, 1)","(2, 0)",[],[],-1,2,"[3.908510279870825e-06, 2.659275196492672e-05, 3.471031959634274e-07, 0.0001483326341258362, 0.99982088804245]"
1841,"(2, 0)","(2, 0)",[],[],14.0,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1842,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
1843,"(2, 2)","(2, 0)","[(3, 3)]",[0],-1,0,"[1.6957554180407897e-05, 9.623347452247799e-09, 0.4040791988372803, 0.595903217792511, 5.594827143795555e-07]"
1844,"(3, 2)","(2, 0)","[(3, 3)]",[1],-1,0,"[4.697755866800435e-05, 3.358019966981374e-05, 0.9973968267440796, 0.002520519308745861, 2.0569814296322875e-06]"
1845,"(3, 3)","(2, 0)",[],[],6.5,1,"[0.00011306224041618407, 0.06013438478112221, 8.577266896736546e-08, 5.185297140997136e-06, 0.9397472739219666]"
1846,"(3, 2)","(2, 0)",[],[],-1,1,"[9.269015572499484e-05, 0.424556165933609, 5.261302362669085e-07, 4.330903266236419e-06, 0.5753462910652161]"
1847,"(3, 1)","(2, 0)","[(1, 1)]",[0],-1,1,"[1.8009158111453871e-06, 0.9998002648353577, 0.00019631035684142262, 5.7326907665355975e-09, 1.670848860158003e-06]"
1848,"(2, 1)","(2, 0)","[(1, 1)]",[1],-1,1,"[4.204783181194216e-06, 0.9996947050094604, 0.0002827573334798217, 1.2202667321048466e-08, 1.8361077309236862e-05]"
1849,"(1, 1)","(2, 0)",[],[],6.5,2,"[7.175740961429256e-07, 5.506526346010787e-10, 1.250381683348678e-05, 0.999531626701355, 0.00045511219650506973]"
1850,"(2, 1)","(2, 0)","[(4, 3)]",[0],-1,2,"[1.0125062317456468e-06, 1.6942877101300269e-09, 0.49378806352615356, 0.5062109231948853, 7.154364656258849e-09]"
1851,"(3, 1)","(2, 0)","[(4, 3), (3, 2)]","[1, 0]",-1,2,"[0.00017284060595557094, 0.001263915211893618, 0.9889413714408875, 0.009584851562976837, 3.7012476241216063e-05]"
1852,"(3, 2)","(2, 0)","[(4, 3)]",[2],6.5,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
1853,"(3, 1)","(2, 0)","[(4, 3)]",[3],-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
1854,"(2, 1)","(2, 0)","[(4, 3)]",[4],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
1855,"(2, 0)","(2, 0)","[(4, 3)]",[5],21.5,0,"[8.174495633284096e-06, 6.536768069054233e-07, 0.14849798381328583, 0.8514918088912964, 1.2717194977085455e-06]"
1856,"(3, 0)","(2, 0)","[(4, 3)]",[6],-1,0,"[2.860025233530905e-05, 2.5067231035791337e-05, 0.15209224820137024, 0.847848653793335, 5.354894710762892e-06]"
1857,"(4, 0)","(2, 0)","[(4, 3)]",[7],-1,0,"[0.0002498462563380599, 0.005824685096740723, 0.7471060156822205, 0.24678769707679749, 3.1664396374253556e-05]"
1858,"(4, 0)","(2, 0)","[(4, 3), (2, 4)]","[8, 0]",0,0,"[9.116766159422696e-05, 0.43115517497062683, 0.5684397220611572, 0.0003123676578979939, 1.579633135406766e-06]"
1859,"(4, 1)","(2, 0)","[(4, 3), (2, 4)]","[9, 1]",-1,0,"[2.399536424491089e-05, 0.3980790078639984, 0.6018821001052856, 1.4534353795170318e-05, 2.909991962951608e-07]"
1860,"(4, 2)","(2, 0)","[(2, 4)]",[2],-1,0,"[1.703965972410515e-05, 0.6001554727554321, 0.39982688426971436, 5.0965184072993e-07, 1.3826324618548824e-07]"
1861,"(3, 2)","(2, 0)","[(2, 4)]",[3],-1,0,"[3.080200986005366e-05, 0.012407743372023106, 0.9875490665435791, 1.2220020835229661e-05, 1.0580963305528712e-07]"
1862,"(3, 3)","(2, 0)","[(2, 4)]",[4],-1,0,"[0.0006633823504671454, 0.24904553592205048, 0.7502862215042114, 3.5017633308598306e-06, 1.4080911796554574e-06]"
1863,"(3, 4)","(2, 0)","[(2, 4)]",[5],-1,0,"[0.008562560193240643, 0.9898172616958618, 0.0015552544500678778, 1.7066464579329477e-06, 6.329840834951028e-05]"
1864,"(2, 4)","(2, 0)",[],[],6.5,1,"[6.76872004987672e-05, 0.0002462193078827113, 3.040529605868869e-08, 0.00010357331484556198, 0.9995824694633484]"
1865,"(2, 3)","(2, 0)",[],[],-1,1,"[2.2416876163333654e-05, 0.00011648797226371244, 1.024248685865814e-08, 4.6489749365719035e-05, 0.9998145699501038]"
1866,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
1867,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
1868,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1869,"(3, 0)","(2, 0)","[(3, 4)]",[0],-1,0,"[0.00030072053777985275, 0.003792279167100787, 0.46853622794151306, 0.527340829372406, 2.9912704121670686e-05]"
1870,"(3, 1)","(2, 0)","[(3, 4)]",[1],-1,0,"[0.00015260644431691617, 0.0008400958613492548, 0.7728941440582275, 0.2261047661304474, 8.481156328343786e-06]"
1871,"(4, 1)","(2, 0)","[(3, 4)]",[2],-1,0,"[6.807052704971284e-05, 0.03965690732002258, 0.959426760673523, 0.0008463754202239215, 1.8088011302097584e-06]"
1872,"(4, 2)","(2, 0)","[(3, 4)]",[3],-1,0,"[2.874187339330092e-05, 0.01200044248253107, 0.9879422783851624, 2.813594983308576e-05, 3.5143312970831175e-07]"
1873,"(4, 3)","(2, 0)","[(3, 4)]",[4],-1,0,"[0.00045815901830792427, 0.20541460812091827, 0.7940962314605713, 2.2373829779098742e-05, 8.64121102495119e-06]"
1874,"(4, 4)","(2, 0)","[(3, 4)]",[5],-1,0,"[0.005784287117421627, 0.9889037013053894, 0.005065683275461197, 1.3697700524062384e-05, 0.00023253679682966322]"
1875,"(3, 4)","(2, 0)",[],[],6.5,1,"[0.00012990651885047555, 0.017130229622125626, 5.050066675948983e-08, 7.112423190847039e-06, 0.9827326536178589]"
1876,"(3, 3)","(2, 0)",[],[],-1,1,"[0.00011306224041618407, 0.06013438478112221, 8.577266896736546e-08, 5.185297140997136e-06, 0.9397472739219666]"
1877,"(3, 2)","(2, 0)",[],[],-1,1,"[9.269015572499484e-05, 0.424556165933609, 5.261302362669085e-07, 4.330903266236419e-06, 0.5753462910652161]"
1878,"(3, 1)","(2, 0)",[],[],-1,1,"[4.4346030335873365e-05, 0.966650128364563, 7.216549875010969e-06, 2.1377518351073377e-06, 0.03329619765281677]"
1879,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
1880,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1881,"(3, 0)","(2, 0)","[(1, 1)]",[0],-1,0,"[9.897331437969115e-06, 0.9344552159309387, 0.06553414463996887, 4.6133010300764e-07, 2.971364381210151e-07]"
1882,"(2, 0)","(2, 0)","[(1, 1)]",[1],-1.0,0,"[2.7687148758559488e-05, 0.7340238690376282, 0.2659386396408081, 9.386556484969333e-06, 5.651582455357129e-07]"
1883,"(2, 1)","(2, 0)","[(1, 1)]",[2],-1,0,"[5.397654149419395e-06, 0.9997721314430237, 0.00022109612473286688, 3.681929783283522e-08, 1.4359720807988197e-06]"
1884,"(1, 1)","(2, 0)","[(4, 4)]",[0],6.5,1,"[2.1697012471122434e-06, 9.362744357588326e-09, 0.6065983772277832, 0.3933993875980377, 2.5221762456340002e-08]"
1885,"(2, 1)","(2, 0)","[(4, 4)]",[1],-1,1,"[4.999929387849988e-06, 3.174612928091847e-08, 0.3753769099712372, 0.6246179342269897, 5.947111603177291e-08]"
1886,"(3, 1)","(2, 0)","[(4, 4)]",[2],-1,1,"[1.680322748143226e-05, 2.0631605366361327e-06, 0.400004118680954, 0.5999767184257507, 2.717144127473148e-07]"
1887,"(4, 1)","(2, 0)","[(4, 4)]",[3],-1,1,"[4.538229404715821e-05, 0.0005913395434617996, 0.9582817554473877, 0.04108036309480667, 1.195529648612137e-06]"
1888,"(4, 2)","(2, 0)","[(4, 4)]",[4],-1,1,"[1.1359446943970397e-05, 4.883278234046884e-05, 0.997066080570221, 0.002873415360227227, 3.3547399880262674e-07]"
1889,"(4, 3)","(2, 0)","[(4, 4)]",[5],-1,1,"[9.282334212912247e-05, 5.7422621466685086e-05, 0.9959356784820557, 0.0039061368443071842, 7.958587957546115e-06]"
1890,"(4, 4)","(2, 0)",[],[],6.5,2,"[6.320133252302185e-05, 0.37940576672554016, 2.191199826029333e-07, 1.1841403875223477e-06, 0.6205296516418457]"
1891,"(3, 4)","(2, 0)",[],[],-1,2,"[1.2008666999463458e-05, 0.0037620398215949535, 1.8172336524457933e-08, 2.203448048021528e-06, 0.9962236881256104]"
1892,"(3, 3)","(2, 0)",[],[],-1,2,"[8.29476812214125e-06, 0.010075142607092857, 2.5153607197125893e-08, 1.2457771845220122e-06, 0.9899153709411621]"
1893,"(3, 2)","(2, 0)","[(4, 3)]",[0],-1,2,"[7.895821909187362e-06, 9.481950336009959e-09, 0.24203580617904663, 0.7579551935195923, 1.104920443140145e-06]"
1894,"(4, 2)","(2, 0)","[(4, 3)]",[1],-1,2,"[0.00013926670362707227, 0.00045504161971621215, 0.991104006767273, 0.008247602730989456, 5.4154508688952774e-05]"
1895,"(4, 3)","(2, 0)",[],[],6.5,3,"[1.7515585568617098e-05, 0.3105704188346863, 5.573000976255571e-07, 6.78805861298315e-07, 0.6894108057022095]"
1896,"(4, 2)","(2, 0)",[],[],-1,3,"[2.0623680029530078e-05, 0.741336464881897, 5.0258313422091305e-06, 7.799032459843147e-07, 0.25863713026046753]"
1897,"(3, 2)","(2, 0)",[],[],-1,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
1898,"(3, 1)","(2, 0)","[(3, 3)]",[0],-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
1899,"(3, 0)","(2, 0)","[(3, 3)]",[1],-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
1900,"(2, 0)","(2, 0)","[(3, 3)]",[2],21.5,0,"[2.616265555843711e-05, 1.749439434206579e-05, 0.1000412106513977, 0.899911642074585, 3.565724682630389e-06]"
1901,"(3, 0)","(2, 0)","[(3, 3)]",[3],-1,0,"[0.00025353740784339607, 0.004596548620611429, 0.6032187342643738, 0.3918989300727844, 3.230296715628356e-05]"
1902,"(3, 1)","(2, 0)","[(3, 3)]",[4],-1,0,"[7.202455890364945e-05, 0.0005056840600445867, 0.9521543383598328, 0.04726335033774376, 4.67800828118925e-06]"
1903,"(4, 1)","(2, 0)","[(3, 3), (2, 4)]","[5, 0]",-1,0,"[3.661444134195335e-05, 0.061049893498420715, 0.9388049244880676, 0.00010747490159701556, 1.1540350897121243e-06]"
1904,"(4, 2)","(2, 0)","[(3, 3), (2, 4), (2, 3)]","[6, 1, 0]",-1,0,"[0.00012415696983225644, 0.22514396905899048, 0.7747030854225159, 2.2560026991413906e-05, 6.244918495212914e-06]"
1905,"(3, 2)","(2, 0)","[(3, 3), (2, 4), (2, 3)]","[7, 2, 1]",-1,0,"[4.697755866800435e-05, 3.358019966981374e-05, 0.9973968267440796, 0.002520519308745861, 2.0569814296322875e-06]"
1906,"(3, 3)","(2, 0)","[(2, 4), (2, 3)]","[3, 2]",6.5,1,"[0.00019546286785043776, 0.998460054397583, 0.0012165030930191278, 4.6571372536163835e-07, 0.00012758288357872516]"
1907,"(2, 3)","(2, 0)","[(2, 4)]",[4],6.5,2,"[0.00020952837076038122, 4.150571476202458e-05, 0.9953733086585999, 0.0043732295744121075, 2.4305763872689568e-06]"
1908,"(2, 4)","(2, 0)",[],[],6.5,3,"[2.156647497031372e-06, 3.7049376260256395e-05, 1.5049236523623222e-08, 2.797095112327952e-05, 0.9999327659606934]"
1909,"(2, 3)","(2, 0)",[],[],-1,3,"[9.65014692155819e-07, 1.692338628345169e-05, 1.5497406025133387e-08, 3.327142258058302e-05, 0.9999488592147827]"
1910,"(2, 2)","(2, 0)",[],[],-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
1911,"(2, 1)","(2, 0)",[],[],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
1912,"(2, 0)","(2, 0)","[(1, 4)]",[0],21.5,0,"[0.0005932791973464191, 0.13765794038772583, 0.829594075679779, 0.032129835337400436, 2.4888648113119416e-05]"
1913,"(2, 1)","(2, 0)","[(1, 4)]",[1],-1,0,"[0.00012256631453055888, 0.08555328845977783, 0.913356363773346, 0.0009659964125603437, 1.8038703046840965e-06]"
1914,"(2, 2)","(2, 0)","[(1, 4)]",[2],-1,0,"[2.488117024768144e-05, 0.015345263294875622, 0.9846261143684387, 3.751092663151212e-06, 3.6555110938252255e-08]"
1915,"(2, 3)","(2, 0)","[(1, 4), (1, 2)]","[3, 0]",-1,0,"[0.0008267632219940424, 0.32690876722335815, 0.6722640991210938, 2.668331546828995e-07, 1.9997615652300738e-07]"
1916,"(2, 4)","(2, 0)","[(1, 4), (1, 2)]","[4, 1]",-1,0,"[0.006125816144049168, 0.9933410286903381, 0.0005014928174205124, 3.0045896437513875e-07, 3.13049167743884e-05]"
1917,"(1, 4)","(2, 0)","[(1, 2)]",[2],6.5,1,"[0.0006914831465110183, 0.0021069112699478865, 1.3950849506727536e-06, 0.00038978049997240305, 0.9968103766441345]"
1918,"(1, 3)","(2, 0)","[(1, 2)]",[3],-1,1,"[0.0023903867695480585, 0.007386287208646536, 2.2825093765277416e-05, 0.0016759231220930815, 0.9885246157646179]"
1919,"(1, 2)","(2, 0)",[],[],6.5,2,"[9.121035873249639e-06, 2.687766311737505e-07, 6.1029177231830545e-06, 0.7784100770950317, 0.22157442569732666]"
1920,"(2, 2)","(2, 0)",[],[],-1,2,"[5.775971771981858e-07, 1.1044322491216008e-05, 4.356797589366579e-09, 2.3441225494025275e-05, 0.9999649524688721]"
1921,"(2, 1)","(2, 0)",[],[],-1,2,"[3.908510279870825e-06, 2.659275196492672e-05, 3.471031959634274e-07, 0.0001483326341258362, 0.99982088804245]"
1922,"(2, 0)","(2, 0)","[(1, 1)]",[0],14.0,0,"[2.7687148758559488e-05, 0.7340238690376282, 0.2659386396408081, 9.386556484969333e-06, 5.651582455357129e-07]"
1923,"(1, 0)","(2, 0)","[(1, 1)]",[1],-1,0,"[0.0002850258315447718, 0.005693912506103516, 0.7508532404899597, 0.2431376874446869, 3.0176026484696195e-05]"
1924,"(1, 1)","(2, 0)",[],[],6.5,1,"[1.3939676080099161e-07, 6.019616749508572e-11, 1.2738153600366786e-05, 0.999817430973053, 0.00016970814613159746]"
1925,"(2, 1)","(2, 0)","[(2, 3)]",[0],-1,1,"[1.970949597307481e-05, 0.00010441707127029076, 0.9900200366973877, 0.009855679236352444, 6.395416818349986e-08]"
1926,"(2, 2)","(2, 0)","[(2, 3)]",[1],-1,1,"[1.1421755516494159e-05, 1.566250489304366e-06, 0.9996309280395508, 0.000356040196493268, 3.7089815663193804e-08]"
1927,"(2, 3)","(2, 0)",[],[],6.5,2,"[1.8744788121694e-06, 2.665878491825424e-05, 5.3536117761154856e-09, 1.9479575712466612e-05, 0.999951958656311]"
1928,"(2, 2)","(2, 0)",[],[],-1,2,"[5.775971771981858e-07, 1.1044322491216008e-05, 4.356797589366579e-09, 2.3441225494025275e-05, 0.9999649524688721]"
1929,"(2, 1)","(2, 0)",[],[],-1,2,"[3.908510279870825e-06, 2.659275196492672e-05, 3.471031959634274e-07, 0.0001483326341258362, 0.99982088804245]"
1930,"(2, 0)","(2, 0)","[(1, 4)]",[0],14.0,0,"[0.0005932791973464191, 0.13765794038772583, 0.829594075679779, 0.032129835337400436, 2.4888648113119416e-05]"
1931,"(2, 1)","(2, 0)","[(1, 4)]",[1],-1,0,"[0.00012256631453055888, 0.08555328845977783, 0.913356363773346, 0.0009659964125603437, 1.8038703046840965e-06]"
1932,"(2, 2)","(2, 0)","[(1, 4)]",[2],-1,0,"[2.488117024768144e-05, 0.015345263294875622, 0.9846261143684387, 3.751092663151212e-06, 3.6555110938252255e-08]"
1933,"(2, 3)","(2, 0)","[(1, 4)]",[3],-1,0,"[0.0008267632219940424, 0.32690876722335815, 0.6722640991210938, 2.668331546828995e-07, 1.9997615652300738e-07]"
1934,"(1, 3)","(2, 0)","[(1, 4)]",[4],-1,0,"[0.0006840130081400275, 1.0823034244822338e-05, 0.9992251396179199, 8.003724360605702e-05, 3.269677151251926e-08]"
1935,"(1, 4)","(2, 0)",[],[],6.5,1,"[0.00023744696227367967, 3.546125299180858e-05, 9.941618372977246e-07, 0.017018936574459076, 0.9827070832252502]"
1936,"(1, 3)","(2, 0)","[(1, 4), (3, 4)]","[0, 0]",-1,1,"[0.00018036834080703557, 8.203166544262785e-06, 0.9994381070137024, 0.0003733134944923222, 2.6256001817159813e-08]"
1937,"(1, 4)","(2, 0)","[(3, 4)]",[1],6.5,2,"[8.673432034811412e-07, 4.4849533809010467e-11, 0.0011415976332500577, 0.9988574981689453, 6.683833930765104e-08]"
1938,"(2, 4)","(2, 0)","[(3, 4)]",[2],-1,2,"[5.692613194696605e-05, 5.0572538157211966e-08, 0.002592198783531785, 0.9972980618476868, 5.279045217321254e-05]"
1939,"(3, 4)","(2, 0)",[],[],6.5,3,"[2.7003627565136412e-06, 0.0011329312110319734, 1.1521030351957506e-08, 1.4202674947227933e-06, 0.9988629817962646]"
