step,agent_loc,target_loc,item_locs,item_times,reward,agent_load,action_probs
1940,"(3, 3)","(2, 0)",[],[],-1,3,"[2.1033918073953828e-06, 0.0022649154998362064, 2.0290622515517498e-08, 8.605745165368717e-07, 0.9977320432662964]"
1941,"(3, 2)","(2, 0)",[],[],-1,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
1942,"(3, 1)","(2, 0)",[],[],-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
1943,"(3, 0)","(2, 0)",[],[],-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
1944,"(2, 0)","(2, 0)",[],[],21.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1945,"(2, 1)","(2, 0)","[(3, 1)]",[0],-1,0,"[4.797643214260461e-06, 5.031438377045561e-09, 0.018198421224951744, 0.9817579388618469, 3.881140946759842e-05]"
1946,"(3, 1)","(2, 0)",[],[],6.5,1,"[4.4346030335873365e-05, 0.966650128364563, 7.216549875010969e-06, 2.1377518351073377e-06, 0.03329619765281677]"
1947,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
1948,"(2, 0)","(2, 0)","[(2, 4)]",[0],6.5,0,"[0.00045649753883481026, 0.004409189336001873, 0.40013009309768677, 0.5949735641479492, 3.0622697522630915e-05]"
1949,"(2, 1)","(2, 0)","[(2, 4)]",[1],-1,0,"[0.00021399541583377868, 0.0006209163693711162, 0.6842373013496399, 0.3149220943450928, 5.5937575780262705e-06]"
1950,"(2, 2)","(2, 0)","[(2, 4)]",[2],-1,0,"[5.740639608120546e-05, 2.8741476853610948e-05, 0.991176962852478, 0.008736676536500454, 2.0455921401207888e-07]"
1951,"(2, 3)","(2, 0)","[(2, 4)]",[3],-1,0,"[0.0005380752263590693, 8.957867976278067e-06, 0.9990172386169434, 0.00043558026663959026, 1.6180587181224837e-07]"
1952,"(2, 4)","(2, 0)",[],[],6.5,1,"[6.76872004987672e-05, 0.0002462193078827113, 3.040529605868869e-08, 0.00010357331484556198, 0.9995824694633484]"
1953,"(2, 3)","(2, 0)","[(3, 3), (4, 1)]","[0, 0]",-1,1,"[1.1031338544853497e-05, 4.687187860064057e-10, 0.0015669099520891905, 0.9984179735183716, 4.0400423131359275e-06]"
1954,"(3, 3)","(2, 0)","[(4, 1)]",[1],6.5,2,"[3.003146412083879e-05, 9.331245109933661e-07, 2.9103784981998615e-06, 0.4412538409233093, 0.5587123036384583]"
1955,"(3, 2)","(2, 0)","[(4, 1)]",[2],-1,2,"[1.047698697220767e-05, 2.072460958402189e-08, 3.105031282757409e-05, 0.9856351613998413, 0.014323302544653416]"
1956,"(4, 2)","(2, 0)","[(4, 1)]",[3],-1,2,"[0.0001369703095406294, 0.000727792561519891, 4.951608570991084e-05, 0.004040279425680637, 0.9950454235076904]"
1957,"(4, 1)","(2, 0)","[(2, 4)]",[0],6.5,3,"[2.289679105160758e-05, 0.9906099438667297, 4.006152448710054e-05, 3.3733641657818225e-07, 0.009326726198196411]"
1958,"(3, 1)","(2, 0)","[(2, 4), (1, 3)]","[1, 0]",-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
1959,"(3, 0)","(2, 0)","[(2, 4), (1, 3)]","[2, 1]",-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
1960,"(2, 0)","(2, 0)","[(2, 4), (1, 3)]","[3, 2]",21.5,0,"[0.00045649753883481026, 0.004409189336001873, 0.40013009309768677, 0.5949735641479492, 3.0622697522630915e-05]"
1961,"(2, 1)","(2, 0)","[(2, 4), (1, 3)]","[4, 3]",-1,0,"[0.00021399541583377868, 0.0006209163693711162, 0.6842373013496399, 0.3149220943450928, 5.5937575780262705e-06]"
1962,"(2, 2)","(2, 0)","[(2, 4), (1, 3)]","[5, 4]",-1,0,"[5.740639608120546e-05, 2.8741476853610948e-05, 0.991176962852478, 0.008736676536500454, 2.0455921401207888e-07]"
1963,"(3, 2)","(2, 0)","[(2, 4), (1, 3), (1, 2)]","[6, 5, 0]",-1,0,"[3.591288077586796e-06, 0.9998922348022461, 0.00010369278606958687, 5.718551410183181e-09, 4.2474465544728446e-07]"
1964,"(2, 2)","(2, 0)","[(2, 4), (1, 3), (1, 2)]","[7, 6, 1]",-1,0,"[4.096555130672641e-05, 0.9998201727867126, 0.0001367797958664596, 2.451937142211591e-08, 2.010785919992486e-06]"
1965,"(1, 2)","(2, 0)","[(2, 4), (1, 3)]","[8, 7]",6.5,1,"[1.7313399439444765e-05, 1.3350099834497087e-06, 0.9998383522033691, 0.00014299747999757528, 3.0962672425971505e-09]"
1966,"(1, 3)","(2, 0)","[(2, 4)]",[9],6.5,2,"[0.034835655242204666, 0.07645910233259201, 0.43730688095092773, 0.33810627460479736, 0.11329206824302673]"
1967,"(1, 4)","(2, 0)",[],[],-1,2,"[3.690160156111233e-05, 1.8497481505619362e-05, 6.006698072269501e-07, 0.009522554464638233, 0.9904214143753052]"
1968,"(1, 3)","(2, 0)",[],[],-1,2,"[2.388077882642392e-05, 6.768724688299699e-06, 1.6143347920660744e-06, 0.05632608383893967, 0.9436416625976562]"
1969,"(1, 2)","(2, 0)",[],[],-1,2,"[9.121035873249639e-06, 2.687766311737505e-07, 6.1029177231830545e-06, 0.7784100770950317, 0.22157442569732666]"
1970,"(1, 1)","(2, 0)",[],[],-1,2,"[7.175740961429256e-07, 5.506526346010787e-10, 1.250381683348678e-05, 0.999531626701355, 0.00045511219650506973]"
1971,"(2, 1)","(2, 0)",[],[],-1,2,"[3.908510279870825e-06, 2.659275196492672e-05, 3.471031959634274e-07, 0.0001483326341258362, 0.99982088804245]"
1972,"(2, 0)","(2, 0)",[],[],14.0,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1973,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
1974,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
1975,"(3, 2)","(2, 0)",[],[],-1,0,"[8.291145786643028e-05, 0.22833818197250366, 0.7715753316879272, 2.735296675382415e-06, 8.57610359616956e-07]"
1976,"(3, 3)","(2, 0)",[],[],-1,0,"[0.0006728942971676588, 0.9984450936317444, 0.0008514523506164551, 6.823877356509911e-07, 2.9988590540597215e-05]"
1977,"(2, 3)","(2, 0)",[],[],-1,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
1978,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
1979,"(2, 3)","(2, 0)","[(1, 4)]",[0],0,0,"[0.0008267632219940424, 0.32690876722335815, 0.6722640991210938, 2.668331546828995e-07, 1.9997615652300738e-07]"
1980,"(2, 4)","(2, 0)","[(1, 4)]",[1],-1,0,"[0.006125816144049168, 0.9933410286903381, 0.0005014928174205124, 3.0045896437513875e-07, 3.13049167743884e-05]"
1981,"(1, 4)","(2, 0)",[],[],6.5,1,"[0.00023744696227367967, 3.546125299180858e-05, 9.941618372977246e-07, 0.017018936574459076, 0.9827070832252502]"
1982,"(1, 3)","(2, 0)",[],[],-1,1,"[0.00011449048179201782, 1.0117088095284998e-05, 1.435027343177353e-06, 0.06234578415751457, 0.937528133392334]"
1983,"(1, 2)","(2, 0)","[(4, 1)]",[0],-1,1,"[5.512291068043851e-08, 3.0305324222323904e-12, 0.01355346105992794, 0.9864463806152344, 1.1556676327018067e-07]"
1984,"(2, 2)","(2, 0)","[(4, 1), (4, 2)]","[1, 0]",-1,1,"[5.174451800371571e-08, 2.426822198059453e-12, 0.01509058941155672, 0.9849093556404114, 4.196029479430763e-08]"
1985,"(3, 2)","(2, 0)","[(4, 1), (4, 2)]","[2, 1]",-1,1,"[5.447378043754725e-06, 3.180915086886671e-09, 0.003425651229918003, 0.9965046644210815, 6.427556945709512e-05]"
1986,"(4, 2)","(2, 0)","[(4, 1)]",[3],6.5,2,"[0.0001369703095406294, 0.000727792561519891, 4.951608570991084e-05, 0.004040279425680637, 0.9950454235076904]"
1987,"(4, 1)","(2, 0)",[],[],6.5,3,"[2.289679105160758e-05, 0.9906099438667297, 4.006152448710054e-05, 3.3733641657818225e-07, 0.009326726198196411]"
1988,"(3, 1)","(2, 0)",[],[],-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
1989,"(3, 0)","(2, 0)",[],[],-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
1990,"(2, 0)","(2, 0)",[],[],21.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1991,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
1992,"(2, 0)","(2, 0)",[],[],-1.0,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1993,"(3, 0)","(2, 0)","[(1, 4)]",[0],-1,0,"[0.00012171697017038241, 0.5081652402877808, 0.49134087562561035, 0.000370428228052333, 1.7508964447188191e-06]"
1994,"(2, 0)","(2, 0)","[(1, 4)]",[1],-1.0,0,"[0.0005932791973464191, 0.13765794038772583, 0.829594075679779, 0.032129835337400436, 2.4888648113119416e-05]"
1995,"(2, 1)","(2, 0)","[(1, 4)]",[2],-1,0,"[0.00012256631453055888, 0.08555328845977783, 0.913356363773346, 0.0009659964125603437, 1.8038703046840965e-06]"
1996,"(2, 2)","(2, 0)","[(1, 4), (0, 3), (3, 2)]","[3, 0, 0]",-1,0,"[1.6465612134197727e-05, 1.9399601924874332e-09, 0.007244158070534468, 0.9927120208740234, 2.7357566068531014e-05]"
1997,"(3, 2)","(2, 0)","[(1, 4), (0, 3), (2, 4)]","[4, 1, 0]",6.5,1,"[4.554790393740404e-06, 0.008159841410815716, 0.9918345212936401, 1.035048398989602e-06, 1.6588726836630485e-08]"
1998,"(3, 3)","(2, 0)","[(1, 4), (0, 3), (2, 4)]","[5, 2, 1]",-1,1,"[0.00013228232273831964, 0.14393222332000732, 0.8559331297874451, 1.084534801520931e-06, 1.177074068436923e-06]"
1999,"(3, 4)","(2, 0)","[(1, 4), (0, 3), (2, 4)]","[6, 3, 2]",-1,1,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
2000,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
2001,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
2002,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
2003,"(2, 2)","(2, 0)",[],[],-1,0,"[5.403256000136025e-05, 8.17106592876371e-06, 0.9991822838783264, 0.0007553067407570779, 1.8750439778614236e-07]"
2004,"(2, 3)","(2, 0)",[],[],-1,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
2005,"(2, 3)","(2, 0)","[(3, 3)]",[0],0,0,"[0.00027255271561443806, 5.008287562446867e-09, 0.0028436407446861267, 0.996859073638916, 2.4670955099281855e-05]"
2006,"(3, 3)","(2, 0)",[],[],6.5,1,"[0.00011306224041618407, 0.06013438478112221, 8.577266896736546e-08, 5.185297140997136e-06, 0.9397472739219666]"
2007,"(3, 2)","(2, 0)",[],[],-1,1,"[9.269015572499484e-05, 0.424556165933609, 5.261302362669085e-07, 4.330903266236419e-06, 0.5753462910652161]"
2008,"(3, 1)","(2, 0)",[],[],-1,1,"[4.4346030335873365e-05, 0.966650128364563, 7.216549875010969e-06, 2.1377518351073377e-06, 0.03329619765281677]"
2009,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
2010,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
2011,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
2012,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
2013,"(3, 2)","(2, 0)",[],[],-1,0,"[8.291145786643028e-05, 0.22833818197250366, 0.7715753316879272, 2.735296675382415e-06, 8.57610359616956e-07]"
2014,"(3, 3)","(2, 0)",[],[],-1,0,"[0.0006728942971676588, 0.9984450936317444, 0.0008514523506164551, 6.823877356509911e-07, 2.9988590540597215e-05]"
2015,"(2, 3)","(2, 0)",[],[],-1,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
2016,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
2017,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
2018,"(2, 3)","(2, 0)","[(0, 2)]",[0],0,0,"[2.3323069399339147e-05, 0.999962329864502, 1.3077947187412065e-06, 4.7844368467053755e-09, 1.2953615623700898e-05]"
2019,"(1, 3)","(2, 0)","[(0, 2)]",[1],-1,0,"[0.0013836272992193699, 0.9939128756523132, 3.379533382030786e-06, 5.152940047992161e-07, 0.0046995216980576515]"
2020,"(0, 3)","(2, 0)","[(0, 2)]",[2],-1,0,"[0.06518149375915527, 0.06370612978935242, 0.00019156232883688062, 0.01323467306792736, 0.8576861619949341]"
2021,"(0, 2)","(2, 0)",[],[],6.5,1,"[1.0967853540932992e-06, 6.462876900314996e-10, 0.0003142452333122492, 0.9996379613876343, 4.673204239225015e-05]"
2022,"(1, 2)","(2, 0)",[],[],-1,1,"[2.912126001319848e-05, 8.122572126012528e-07, 4.3741019908338785e-06, 0.5889999270439148, 0.4109657406806946]"
2023,"(1, 1)","(2, 0)",[],[],-1,1,"[1.3939676080099161e-07, 6.019616749508572e-11, 1.2738153600366786e-05, 0.999817430973053, 0.00016970814613159746]"
2024,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
2025,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
2026,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
2027,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
2028,"(3, 2)","(2, 0)","[(4, 3)]",[0],-1,0,"[2.1285142793203704e-05, 6.135167751608606e-08, 0.3236616253852844, 0.6763114929199219, 5.481281732500065e-06]"
2029,"(4, 2)","(2, 0)","[(4, 3)]",[1],-1,0,"[8.31691941129975e-05, 0.0001955146435648203, 0.9922546148300171, 0.007447667419910431, 1.906980833155103e-05]"
2030,"(4, 3)","(2, 0)",[],[],6.5,1,"[5.956737368251197e-05, 0.963374674320221, 4.4528925968734256e-07, 4.7141807613115816e-07, 0.03656480833888054]"
2031,"(3, 3)","(2, 0)",[],[],-1,1,"[0.00011306224041618407, 0.06013438478112221, 8.577266896736546e-08, 5.185297140997136e-06, 0.9397472739219666]"
2032,"(3, 2)","(2, 0)","[(3, 1)]",[0],-1,1,"[0.0004018160980194807, 0.0009532303083688021, 1.0375086276326329e-05, 0.002201046096161008, 0.9964334964752197]"
2033,"(3, 1)","(2, 0)",[],[],6.5,2,"[5.345604586182162e-05, 0.529428243637085, 2.135452814400196e-05, 4.460322088561952e-06, 0.47049248218536377]"
2034,"(2, 1)","(2, 0)",[],[],-1,2,"[3.908510279870825e-06, 2.659275196492672e-05, 3.471031959634274e-07, 0.0001483326341258362, 0.99982088804245]"
2035,"(2, 0)","(2, 0)",[],[],14.0,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
2036,"(3, 0)","(2, 0)","[(2, 1)]",[0],-1,0,"[7.292865484487265e-05, 0.7551223635673523, 0.2447618544101715, 3.8706970372004434e-05, 4.241905571689131e-06]"
2037,"(3, 1)","(2, 0)","[(2, 1)]",[1],-1,0,"[2.6561841877992265e-05, 0.9993608593940735, 0.0005822319071739912, 1.0313866596334265e-06, 2.931031667685602e-05]"
2038,"(2, 1)","(2, 0)","[(1, 3)]",[0],6.5,1,"[1.701096880424302e-05, 0.12108629196882248, 0.8788912892341614, 5.359404894988984e-06, 4.9195111984090545e-08]"
2039,"(2, 2)","(2, 0)","[(1, 3)]",[1],-1,1,"[3.233722236473113e-05, 0.19476260244846344, 0.8052048683166504, 8.936843443052567e-08, 1.422340574208647e-07]"
2040,"(2, 3)","(2, 0)","[(1, 3)]",[2],-1,1,"[0.00012053509271936491, 0.9995790123939514, 0.00025776639813557267, 3.883813093352728e-08, 4.251362770446576e-05]"
2041,"(1, 3)","(2, 0)","[(4, 2)]",[0],6.5,2,"[3.358250566520837e-08, 1.3711306395824963e-12, 0.0007260220590978861, 0.999273955821991, 4.142861698142042e-08]"
2042,"(2, 3)","(2, 0)","[(4, 2)]",[1],-1,2,"[7.187116324303133e-08, 3.5889049978393706e-12, 4.268909469828941e-05, 0.9999563694000244, 8.441661520919297e-07]"
2043,"(3, 3)","(2, 0)","[(4, 2)]",[2],-1,2,"[1.5672034351155162e-05, 3.711212315238299e-08, 4.8945854359772056e-05, 0.9929366707801819, 0.00699862465262413]"
2044,"(4, 3)","(2, 0)","[(4, 2), (1, 4)]","[3, 0]",-1,2,"[0.00046575357555411756, 0.001195084652863443, 0.00012325933494139463, 0.009150910191237926, 0.9890649318695068]"
2045,"(4, 2)","(2, 0)","[(1, 4)]",[1],6.5,3,"[2.0623680029530078e-05, 0.741336464881897, 5.0258313422091305e-06, 7.799032459843147e-07, 0.25863713026046753]"
2046,"(3, 2)","(2, 0)","[(1, 4)]",[2],-1,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
2047,"(3, 1)","(2, 0)","[(1, 4), (2, 2)]","[3, 0]",-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
2048,"(3, 0)","(2, 0)","[(1, 4), (2, 2)]","[4, 1]",-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
2049,"(2, 0)","(2, 0)","[(1, 4), (2, 2)]","[5, 2]",21.5,0,"[0.000263811118202284, 0.004848960787057877, 0.6485236883163452, 0.34633108973503113, 3.246685810154304e-05]"
2050,"(2, 1)","(2, 0)","[(1, 4), (2, 2)]","[6, 3]",-1,0,"[3.1025574571685866e-05, 8.535887172911316e-05, 0.9943915009498596, 0.005490540526807308, 1.539033519293298e-06]"
2051,"(2, 2)","(2, 0)","[(1, 4)]",[7],6.5,1,"[5.5384798542945646e-06, 0.00813769269734621, 0.9918563365936279, 4.1627984614933666e-07, 4.812357179417859e-09]"
2052,"(2, 3)","(2, 0)","[(1, 4)]",[8],-1,1,"[0.00020139887055847794, 0.2613343894481659, 0.7384636998176575, 2.1303253561200108e-07, 3.8080662534412113e-07]"
2053,"(2, 4)","(2, 0)","[(1, 4)]",[9],-1,1,"[0.0011916010407730937, 0.9980242252349854, 0.0006531506078317761, 2.940796548500657e-07, 0.00013069616397842765]"
2054,"(1, 4)","(2, 0)",[],[],6.5,2,"[3.690160156111233e-05, 1.8497481505619362e-05, 6.006698072269501e-07, 0.009522554464638233, 0.9904214143753052]"
2055,"(2, 4)","(2, 0)",[],[],-1,2,"[7.20706020729267e-06, 6.900475273141637e-05, 1.1287120571523701e-08, 2.5934223231161013e-05, 0.999897837638855]"
2056,"(2, 3)","(2, 0)",[],[],-1,2,"[1.8744788121694e-06, 2.665878491825424e-05, 5.3536117761154856e-09, 1.9479575712466612e-05, 0.999951958656311]"
2057,"(2, 2)","(2, 0)","[(3, 4)]",[0],-1,2,"[4.745842034026282e-06, 1.399163096493794e-08, 0.7728787064552307, 0.22711651027202606, 1.1665988175479924e-08]"
2058,"(2, 3)","(2, 0)","[(3, 4)]",[1],-1,2,"[1.7189522623084486e-05, 4.1570111797284426e-09, 0.18406158685684204, 0.8159209489822388, 2.8739165713886905e-07]"
2059,"(3, 3)","(2, 0)","[(3, 4)]",[2],-1,2,"[0.00011556776735233143, 2.8904980354127474e-05, 0.9955518841743469, 0.004298676270991564, 4.9531108743394725e-06]"
2060,"(3, 4)","(2, 0)","[(4, 3)]",[0],6.5,3,"[2.7003627565136412e-06, 0.0011329312110319734, 1.1521030351957506e-08, 1.4202674947227933e-06, 0.9988629817962646]"
2061,"(3, 3)","(2, 0)","[(4, 3)]",[1],-1,3,"[2.1033918073953828e-06, 0.0022649154998362064, 2.0290622515517498e-08, 8.605745165368717e-07, 0.9977320432662964]"
2062,"(3, 2)","(2, 0)","[(4, 3)]",[2],-1,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
2063,"(3, 1)","(2, 0)","[(4, 3), (3, 2)]","[3, 0]",-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
2064,"(3, 0)","(2, 0)","[(4, 3), (3, 2)]","[4, 1]",-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
2065,"(2, 0)","(2, 0)","[(4, 3), (3, 2)]","[5, 2]",21.5,0,"[1.5308978618122637e-05, 4.324404926592251e-06, 0.15648245811462402, 0.8434953093528748, 2.5686035769467708e-06]"
2066,"(3, 0)","(2, 0)","[(4, 3), (3, 2)]","[6, 3]",-1,0,"[0.00026739778695628047, 0.006554168649017811, 0.8066891431808472, 0.18645493686199188, 3.435940379858948e-05]"
2067,"(3, 1)","(2, 0)","[(4, 3), (3, 2)]","[7, 4]",-1,0,"[4.747465209220536e-05, 0.00029067444847896695, 0.9931353330612183, 0.0065206848084926605, 5.79062771066674e-06]"
2068,"(3, 2)","(2, 0)","[(4, 3)]",[8],6.5,1,"[4.698954853665782e-06, 8.84891715458025e-09, 0.36934229731559753, 0.6306523084640503, 7.123166483324894e-07]"
2069,"(4, 2)","(2, 0)","[(4, 3)]",[9],-1,1,"[5.763934677815996e-05, 0.00017807890253607184, 0.993937611579895, 0.005812439601868391, 1.4171437214827165e-05]"
2070,"(4, 3)","(2, 0)","[(0, 2), (3, 0), (3, 4)]","[0, 0, 0]",6.5,2,"[0.00016255295486189425, 0.14040866494178772, 0.8593727350234985, 1.947597411344759e-05, 3.657781417132355e-05]"
2071,"(4, 4)","(2, 0)","[(0, 2), (3, 0), (3, 4)]","[1, 1, 1]",-1,2,"[0.0014821647200733423, 0.9733047485351562, 0.019707616418600082, 5.266371226753108e-05, 0.005452836863696575]"
2072,"(3, 4)","(2, 0)","[(0, 2), (3, 0)]","[2, 2]",6.5,3,"[2.7003627565136412e-06, 0.0011329312110319734, 1.1521030351957506e-08, 1.4202674947227933e-06, 0.9988629817962646]"
2073,"(3, 3)","(2, 0)","[(0, 2), (3, 0), (1, 0)]","[3, 3, 0]",-1,3,"[2.1033918073953828e-06, 0.0022649154998362064, 2.0290622515517498e-08, 8.605745165368717e-07, 0.9977320432662964]"
2074,"(3, 2)","(2, 0)","[(0, 2), (3, 0), (1, 0)]","[4, 4, 1]",-1,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
2075,"(3, 1)","(2, 0)","[(0, 2), (3, 0), (1, 0)]","[5, 5, 2]",-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
